reference,clustering,ARI,AMI,NMI,Vmeasure
cryosparc_class,kmeans,0.486220106775873,0.42008730651522513,0.42009191777176763,0.42009191777176763
cryosparc_class,gmm,0.5434096896696602,0.46916075486906805,0.4691650024756089,0.46916500247560894
existing_gmm,kmeans,0.21409262066478685,0.262665911962739,0.262672913970308,0.26267291397030795
existing_gmm,gmm,0.23457533566871588,0.3039746008025871,0.30398126027186395,0.30398126027186395
