,ARI,AMI,NMI,V_measure,homogeneity,completeness
GMM_vs_J1497,0.29940050387086287,0.3174642439714702,0.3174836922458018,0.3174836922458018,0.3639975142568711,0.28151055667592395
GMM_vs_J1112,0.2958324879849428,0.2614390073722648,0.2614605537926929,0.2614605537926929,0.29279034129216813,0.23618750573992603
J1497_vs_J1112,0.49954975015313424,0.4484821440298047,0.4484963713833091,0.44849637138330906,0.4392415381447053,0.4581495980480216
