,P6,P7,P8,P9,P10
P6,0.6217039525563609,0.1899581951540946,0.04245298305121364,0.023386948678340336,0.1224979205599905
P7,0.43471477989554363,0.3005494132808791,0.0629451265007122,0.029437699247100317,0.17235298107576477
P8,0.024917767451574167,0.16677543987887014,0.5727170678222733,0.2212447136218869,0.014345011225395499
P9,0.0834403080872914,0.2217020312617987,0.45420222004077626,0.21407536056784718,0.02658008004228649
P10,0.24676539360872954,0.042088854247856584,0.29680436477007016,0.18939984411535463,0.2249415432579891
