,P6,P7,P8,P9,P10
r=0,0.5255894423952991,0.0,0.09183707002100161,0.38257348758369925,0.0
r=1,0.4581100608197304,0.18907086383802638,0.2718608022775406,0.0,0.08095827306470277
r=2,0.47681063264397994,0.25055566112678274,0.2726337062292373,0.0,0.0
r=3,0.3506507332239879,0.17771614258330387,0.25249034608902055,0.1554042242625169,0.06373855384117086
