,P6,P7,P8,P9,P10
P6,0.0,0.3353713990907323,0.4815526390953284,0.5620168642111778,0.6422990446808212
P7,0.3353713990907323,0.0,0.6570176923342289,0.5173827052597396,0.33299038853526947
P8,0.4815526390953284,0.6570176923342289,0.0,0.6561503424304733,0.3733136321607912
P9,0.5620168642111778,0.5173827052597396,0.6561503424304733,0.0,0.4909599583323739
P10,0.6422990446808212,0.33299038853526947,0.3733136321607912,0.4909599583323739,0.0
