,P6,P7,P8,P9,P10
P6,0.0,0.3362822465949875,0.4816011501286901,0.5610396398832899,0.64266557768954
P7,0.3362822465949875,0.0,0.6564189041554154,0.5138966823767818,0.3319664578474511
P8,0.4816011501286901,0.6564189041554154,0.0,0.6533733579541945,0.3704588538404402
P9,0.5610396398832899,0.5138966823767818,0.6533733579541945,0.0,0.4887134601697428
P10,0.64266557768954,0.3319664578474511,0.3704588538404402,0.4887134601697428,0.0
