,P6,P7,P8
r=0,0.2189642170375624,0.5642170892826843,0.2168186936797533
r=1,0.5593801336293882,0.22435246171792764,0.21626740465268415
r=2,0.5544784309645077,0.2290279672832984,0.216493601752194
r=3,0.3969428733006273,0.2338749262509906,0.36918220044838196
