,0,1,2,3
P6,0.0400442373422513,-0.003483440288061956,-0.0765832498903935,-0.06402678263294757
P7,-0.004603852964768345,0.130044204688884,0.16043920290210956,0.15399446655099233
P8,-0.024579835161671625,0.061041379921399935,0.10316971047860549,0.08334080648313028
P9,-0.015330614717577589,-0.04417818573425479,0.02927777564216729,0.028310792231383053
P10,0.012436793608348403,0.007770810070972519,-0.13438977407153768,-0.1265520608249574
