,P6,P7,P8,P9,P10
r=0,0.5159288327880084,0.09573460619508449,0.097847532152293,0.2904890288646142,0.0
r=1,0.3378856827168005,0.33119367646452236,0.23913397764776823,0.09178666317090908,0.0
r=2,0.3634679956559207,0.3376478409562681,0.29888416338781126,0.0,0.0
r=3,0.3648898921356226,0.17890222127918307,0.2143009620139663,0.19140713606449689,0.05049978850673113
