,0,1,2,3
P6,0.002373525350441371,0.002296723214842918,0.0036877778875584626,0.0030920630454262825
P7,0.025294012958803236,0.021928480809425464,0.015430110349179264,0.014740939058032919
P8,0.006085636254530981,0.0027327247164040053,0.005868578087497017,0.00620767264765687
P9,0.03767364406415632,0.03724623132343061,0.0394197353738367,0.03908583541456157
P10,0.0027446138705905596,0.002890831967545819,0.0027758578274205397,0.002970223047092802
