n_total,n_disagree,frac_disagree,disagree_mean_J1442_maxpost,agree_mean_J1442_maxpost,disagree_mean_J1442_entropy,agree_mean_J1442_entropy,of_disagreements_GMM_sides_J1442,of_disagreements_GMM_sides_J1069,of_disagreements_GMM_sides_neither
230396,41187,0.17876612441188214,0.3494973044018057,0.3647157045398168,0.9985169599115291,0.996499805388865,0.29315075145070046,0.3253939349794838,0.3814553135698157
