uid,basin,cryosparc_hard_class
491251086872003919,1,P6
15525728914089258050,1,P6
9696858316154650539,1,P6
2537957094280349958,1,P6
18326789139355726269,1,P6
1894838916890291762,1,P6
5557967958760167342,1,P6
10558886948521803271,1,P6
2999743208653011246,1,P6
5255079736002872492,1,P6
11794049940577220309,1,P6
4839550154669494953,1,P6
3989571681448660691,1,P6
3173719761469131703,1,P6
5925703233411523,1,P6
12554342219482079076,1,P6
521386153975748600,1,P6
17339996858643777991,1,P6
9907510124592249530,1,P6
12700751237440960532,1,P6
11106673788563013312,1,P6
7165743778221002865,1,P6
11574693755097504125,1,P8
17965306262598557162,1,P6
3650639740105481783,1,P6
13203420940988855048,1,P6
3880536519385671107,1,P6
8750702997805679536,1,P6
15472412526477922347,1,P6
14328013485803770655,1,P6
9275619895313656925,1,P6
2788485655263331700,1,P6
5193648790405867905,1,P6
16187203043868289703,1,P6
6529454575901020094,1,P6
8424011777174003213,1,P6
18320256087022059388,1,P6
4916077941315984997,1,P6
18299939031537341281,1,P6
9225299017367703778,1,P6
7535726970993264604,1,P6
14425010255273603320,1,P6
17202569320833016929,1,P6
2095708084548130370,1,P6
3921898426711604133,1,P6
5773734739961890027,1,P6
14795237636467011114,1,P6
4754301888465174649,1,P6
4912234825013349510,1,P6
7926227864170170014,1,P6
16477474428626290891,1,P6
17613481960605072328,1,P6
9705796759949374001,1,P6
5219503992381234189,1,P6
18174599933509050862,1,P6
14626999095313132042,1,P6
3016706821394971727,1,P6
1752078125494516181,1,P6
3781153536994219826,1,P6
1846122485805132139,1,P6
11451568770534925139,1,P6
16057172547661743926,1,P6
14190802321197343215,1,P6
2207731861954327439,1,P6
17839339928930696295,1,P6
6347995786301303839,1,P6
11275243764466783656,1,P6
8435543038349202506,1,P6
4626640716901848210,1,P6
17425003570829357330,1,P6
17557733619697003670,1,P6
11254580480147604041,1,P8
6935135193238933113,1,P6
6163159829126799170,1,P6
15156005602657120747,1,P6
10440875399227838001,1,P6
13868852138292498885,1,P6
12281029190509269621,1,P6
9603195388968288809,1,P6
126530914316764680,1,P6
8293655669147175517,1,P6
11259108893229733424,1,P6
11048248339795475710,1,P9
12981577071729233319,1,P6
10520673395362510185,1,P6
14590270422047470053,1,P6
15298147772353223947,1,P6
412975098110333436,1,P6
4724930882220239897,1,P6
11002759083081572359,1,P6
13741607769015837331,1,P6
16838427407375376304,1,P6
12584120627561312577,1,P6
3161398584285540931,1,P6
4830259337529325150,1,P6
8674251471569349630,1,P6
15864308977795593073,1,P6
16755326236589375043,1,P6
17924851123582040011,1,P6
8236562853418873876,1,P6
2899992428943861276,1,P6
4927359723272208855,1,P6
9629098876098889944,1,P6
3836463033393262191,1,P6
2339567133779855018,1,P6
13849006605917535530,1,P6
3257671117927206993,1,P6
7085862661696722953,1,P6
4981737141782000246,1,P6
6617091925981502584,1,P6
15311755206398842298,1,P9
17119021765331822789,1,P6
3717256679159687705,1,P6
9011162984450507837,1,P6
6135496953773894117,1,P6
16515995797807037228,1,P6
12423553960130644548,1,P6
7715170106301264156,1,P6
5694262953817035137,1,P6
18239968276762383905,1,P6
4599058089588230220,1,P6
18100028221242846501,1,P6
13615386189365221513,1,P6
4383489857557527841,1,P6
13639458931299387724,1,P6
7397015285769641390,1,P6
1145668759642867289,1,P6
13645210306155604113,1,P6
10405453922871426380,1,P6
4723547686608274842,1,P6
15025385424952263190,1,P14
11320918800385552914,1,P9
16037176598761709123,1,P6
3518444552103553433,1,P6
1929219737983814039,1,P6
8844922738963876935,1,P6
1047987817636749627,1,P6
7140380889489118644,1,P6
8282955316825419130,1,P6
967604939974640723,1,P6
18003787340136354824,1,P6
11353346404505872515,1,P6
13109933034534723613,1,P6
10672140141178468242,1,P6
9826779121557669124,1,P6
10679834521273491210,1,P6
16500709377365584390,1,P6
15988451252471384546,1,P6
16322578134421894821,1,P6
13002756855086117291,1,P6
10267042159529217675,1,P6
14643438036378944892,1,P6
5818535361119256017,1,P6
5559806632904897621,1,P6
17660202308331307203,1,P6
10827006611891314910,1,P6
15331418058850707153,1,P6
2929771108823631460,1,P6
8558871445906759177,1,P6
6307945501907667472,1,P6
6650469178857365025,1,P6
8223489010300800660,1,P6
12727392749665560932,1,P6
11833985208585172910,1,P6
5162313566173052265,1,P6
10810046204454579574,1,P7
12501191036512315148,1,P6
15587695664246815426,1,P6
2443808847990797490,1,P6
1295204646900245438,1,P6
10043501577956493858,1,P6
2730302950192666951,1,P6
14360023424298340582,1,P6
13857517124502330457,1,P6
32496547845262080,1,P6
703588535570318213,1,P9
7142919479666641781,1,P6
10918345753329266345,1,P6
14965747376309662520,1,P6
12681524341154516798,1,P6
8304787078332260074,1,P6
4812496069363380767,1,P6
13023263499501139971,1,P6
11920666639874352986,1,P6
5926945864197564984,1,P6
12216630139780054468,1,P6
17251195336157506411,1,P6
9121730074459193961,1,P6
14369177716725183670,1,P6
410894932055069865,1,P6
8219071607670762118,1,P7
7708981147082958474,1,P6
1983365491169097177,1,P6
1680924082237198010,1,P6
11706790230462385628,1,P6
11397557774313333290,1,P6
11604570412949197290,1,P6
1027483375937822644,1,P6
15350294799442412832,1,P6
9284464019541040472,1,P6
3126899737647990151,1,P6
12918919712244562087,1,P6
6178067506779692580,1,P6
7315211150646390262,1,P6
16975213830929223572,1,P6
10237005113052277241,1,P6
9298024951750320477,1,P6
13265012427639476082,1,P6
5064270731614185412,1,P6
3899022176065533026,1,P6
16573815401105815690,1,P6
5807246746890092324,1,P6
1002016900130194214,1,P6
1340302441057160501,1,P6
8612494718308948146,1,P6
4842290297818729733,1,P6
7072154967813822845,1,P6
1468436461630029337,1,P6
1333316850764866556,1,P6
14650255830434931209,1,P6
1428979208403030872,1,P6
16307809055858162587,1,P6
17075216171456845277,1,P6
11484480493759573869,1,P6
7283712104375353557,1,P6
15961521777080170002,1,P6
12575681090342520710,1,P6
13933569921972374536,1,P6
1209829072585496121,1,P6
2226510686335530437,1,P6
4698729732306076449,1,P6
2511408308818150456,1,P6
2342816423495722209,1,P6
1227769731633098885,1,P6
15542304007822627057,1,P6
3456114894312497307,1,P6
3508784737776854630,1,P6
13607541660662689547,1,P6
17213339964495052436,1,P6
5543763426195811523,1,P6
3963362808281713523,1,P6
1348538940907274100,1,P6
2033896328336019305,1,P6
14163389880525075914,1,P6
14334599663763855300,1,P6
2942688220802418628,1,P6
18066967880784704493,1,P6
1811827070622070954,1,P6
856081197000294239,1,P6
163858382020875827,1,P6
7882886653329470651,1,P6
10346285689591767423,1,P6
14830852652202427816,1,P6
15819700072071409103,1,P6
4657762210338678598,1,P6
14103151999542345472,1,P6
134442835207375630,1,P6
8616863651468269632,1,P6
10872516183160173895,1,P6
2370087156942559565,1,P6
8686307355856560225,1,P6
13837943736633102649,1,P6
9134271441563924,1,P6
14807059879228868091,1,P6
2996081569756150910,1,P6
267823259800981768,1,P6
12941479493996662931,1,P6
5509518001295770630,1,P6
9180971917390430245,1,P6
11862776069901019210,1,P6
6085597872641148617,1,P6
4000157776433114790,1,P6
4939853719238766734,1,P6
17627170319609244558,1,P6
1297793744453219038,1,P6
6149713488543804896,1,P6
2105592426664647294,1,P6
7484630584468761048,1,P6
14060627483063371750,1,P6
11502115394897105860,1,P6
8408621891153778767,1,P6
8009245339919135689,1,P6
9654159013525975841,1,P6
5811858463781769405,1,P6
12535833776684285598,1,P6
9501677721888541718,1,P6
13908038228517795229,1,P6
16289374237576198972,1,P6
16106091675165846136,1,P6
6240881342161165998,1,P6
16028631121001081370,1,P6
6160650727904320259,1,P6
15104930256446809029,1,P6
3751670133778898909,1,P6
16408347621974365578,1,P6
3504598330299729686,1,P6
13604740443077213593,1,P6
13117611917878188479,1,P6
18247783254901852694,1,P6
6543241991135179246,1,P6
14903841119262652211,1,P6
5962986672129714457,1,P6
9261409188113220693,1,P6
8102706036815373181,1,P6
6152006076136383420,1,P6
4159870504237053774,1,P6
16496510548939614276,1,P6
11231035730383280642,1,P6
4654945715086608761,1,P6
8214554773244102945,1,P6
16333732946964516502,1,P6
13948911722345959332,1,P6
8171675343621414133,1,P6
7457347187572250296,1,P6
13879837498539324820,1,P6
12206796936804691283,1,P6
9143671677135053016,1,P6
5090825913301682928,1,P6
1409564145125453957,1,P6
13292525267759541709,1,P6
9113889770248322379,1,P6
145754756336797568,1,P6
8478842340487566271,1,P6
4045512933174545371,1,P6
3187706180312401894,1,P6
17279307151660876923,1,P6
15816151876588798495,1,P6
13654879563692149206,1,P6
18115364439374634234,1,P6
5447016118340387192,1,P6
934780899046220293,1,P6
10545779061259211111,1,P6
3723246149484035789,1,P6
14031571264221888345,1,P6
484338712457300700,1,P6
9791544361829295463,1,P6
125373513479378577,1,P6
18150133248421477174,1,P6
11657106799057413509,1,P6
4182991348206856119,1,P6
7177716041235516174,1,P6
2854865786853301476,1,P6
6161989658496469574,1,P6
3952662469534253580,1,P6
12245508123415605363,1,P6
4255846890723928588,1,P7
10259575572451153627,1,P6
9793241036412590287,1,P6
46424724929922061,1,P6
6704846814248565334,1,P6
15873182838557568985,1,P6
1721741604288536008,1,P6
7310469271249486978,1,P6
14232191403311758962,1,P6
3699585035420239308,1,P6
17377287247660293893,1,P6
10172469043145005823,1,P6
16038776130390638818,1,P6
681681889350779812,1,P6
12066019692958953909,1,P6
6307325161844047500,1,P6
2501508687550603488,1,P6
7113680525970355954,1,P6
1062575371933744455,1,P6
2572761322095228959,1,P6
3697473395706643680,1,P6
14029457356577650924,1,P6
15010842214976190673,1,P6
6537888746417933836,1,P6
5751239151519881400,1,P6
17109126795248789538,1,P6
13215764831646219107,1,P6
15155659110752127523,1,P6
12096363517548239995,1,P6
17971545794003108626,1,P6
9040806306375502374,1,P6
7722424925624295274,1,P6
11062896327460033172,1,P6
14799268824972484405,1,P6
14726333337622529331,1,P6
10510397291403698971,1,P6
7004458587182546542,1,P6
3724610979255110179,1,P6
2650091233055642324,1,P6
1956452070985058190,1,P6
1909325447058977350,1,P6
15998304776203550051,1,P6
11802664229867788044,1,P6
1176380299174576764,1,P6
1153786988328964501,1,P6
5759200373253116648,1,P6
2957228348476437647,1,P6
12247722228096524140,1,P6
10843021397546366963,1,P6
14487391971828774385,1,P6
3991097908430450773,1,P7
17918573960634680201,1,P6
2655774113460094477,1,P6
10353144182698496606,1,P6
10547833811955703256,1,P6
618266709904274866,1,P6
13552443743645188981,1,P6
3750306535202512889,1,P6
15814331043930992641,1,P6
6662940503744891674,1,P6
9965793808704736015,1,P6
17578302884356251921,1,P6
756212671675539002,1,P6
12551209879890587950,1,P6
10429801293970800108,1,P6
7875785433227595631,1,P6
13625184709701048244,1,P6
4110873979638136423,1,P6
9294721444573542376,1,P6
4557570261162438646,1,P6
16687337179725810006,1,P6
14853031884392450941,1,P6
15163136291128724884,1,P6
16248424629834307668,1,P6
3230818354660753884,1,P6
13917431657670482749,1,P6
17937508830434674160,1,P6
6243353698164629369,1,P6
16100701091495801718,1,P6
12059202998191422671,1,P6
6194894904933494377,1,P6
13178202647287855764,1,P6
12984756121191173981,1,P6
12432708088086384197,1,P6
15501136893427779689,1,P6
4723603172484458164,1,P6
12492058320478691843,1,P6
14298234855546630369,1,P6
3543652113399027280,1,P6
563736535319993486,1,P6
864987102929047102,1,P6
6397690876443684462,1,P6
18425825229802107789,1,P6
3214072902121803278,1,P6
16586204813744178789,1,P6
15598365822945700394,1,P6
16620926967354621147,1,P6
1166836831110953925,1,P6
6506521304094521416,1,P6
16986787580421807205,1,P6
7930392256836942187,1,P6
8048011121657473680,1,P6
7748126229684528772,1,P6
16763094034681858245,1,P6
4387405679461172252,1,P6
10477045119366243504,1,P6
1063216379438518917,1,P6
4595216273437046408,1,P6
4997679255507979475,1,P6
15271084204992699675,1,P6
18359366390561933855,1,P6
6517704371119846941,1,P6
6933681785319274881,1,P6
5062763479459022728,1,P6
9588166419031030498,1,P6
11879241066919661279,1,P6
5783839037772213303,1,P6
1588421580090945008,1,P6
4084343561440653377,1,P6
12553019377288278900,1,P6
10657028683307664146,1,P6
8510794372379692491,1,P6
3100763904135525808,1,P6
7057428278079281941,1,P6
10076323735689011078,1,P6
16069516882540986823,1,P6
5641858002314740558,1,P6
7555550062373069281,1,P6
10160789925960951129,1,P6
16736728604643871379,1,P6
15678184518941260628,1,P6
14566190132394337538,1,P6
10204506313109565915,1,P6
821335214910752562,1,P6
16325861802605845649,1,P6
4444583196639435580,1,P6
7274039706405141657,1,P6
10273430250021389263,1,P6
10939737927370701656,1,P6
7587997311328320414,1,P6
15385859885076370780,1,P6
10295526539405006401,1,P6
289421489614891342,1,P6
10025891911748820703,1,P6
3151637413957978088,1,P6
12683351115798565356,1,P6
12955037706879635947,1,P6
4395809393819949496,1,P6
17469289647803612395,1,P6
5328752818750583110,1,P6
10485380107263165122,1,P6
1303687649859585228,1,P6
11571195714705609769,1,P6
16825646953764060027,1,P6
12030020744872922241,1,P6
16417757489258049290,1,P6
12281169323170375752,1,P6
17484118591144306270,1,P6
9556189011283490266,1,P6
15382577156961151894,1,P6
9740575913761015760,1,P6
13127157052189101905,1,P6
219773909543495865,1,P6
11183726823907024504,1,P6
872220829996672223,1,P6
9819012293786083423,1,P6
3093265320361647613,1,P6
4326324805211979084,1,P9
2149966890485245263,1,P6
15728849536666677067,1,P6
7509394679777495530,1,P6
6425237841563523612,1,P7
9133684704114079715,1,P6
15439149654199020603,1,P6
3680408273466243692,1,P6
1804844536546224711,1,P6
13671181731315488670,1,P6
13417147571075266637,1,P6
1234632317304380882,1,P6
112288520719706481,1,P6
12923472203384369431,1,P6
18337343597633884805,1,P6
2697062603247587656,1,P6
14463425347122299505,1,P6
6279020435205826719,1,P6
13214704204821527538,1,P6
8789039143885709244,1,P6
9575055344775761552,1,P6
6523022242079693508,1,P6
4648538495412937410,1,P6
1097499779532277648,1,P6
3175870546453661564,1,P6
1195212607914676661,1,P6
16355781389187762348,1,P6
13440599793074195941,1,P6
1008522821403041105,1,P6
8104333789564587823,1,P6
5817028991521439600,1,P6
6603093395940849268,1,P6
1245045289273990567,1,P6
2434274523404028347,1,P6
13445249952579346903,1,P6
1136738433376079948,1,P6
3995094256616522804,1,P6
5287920550211873328,1,P6
17230925071996578021,1,P6
6735406721647578394,1,P6
3782909122860865803,1,P6
3577975713105034155,1,P6
10028351384872535384,1,P6
14801161974646490007,1,P6
1018920897314193876,1,P6
11957284659748557895,1,P6
11837522275346630855,1,P6
15600526202961701886,1,P6
14422870999219395372,1,P6
4315660431420312260,1,P6
7764177365860462738,1,P6
18269641074126970854,1,P6
18321186678207448786,1,P6
1060259170451927909,1,P6
8929075129804312552,1,P6
3063906206414965781,1,P6
5274813411863299644,1,P6
8136007680536126399,1,P6
16801440188192802132,1,P6
4762474533421444325,1,P6
7977161513872924631,1,P6
5753502264805671081,1,P6
17241952073989774950,1,P6
13236570672797960619,1,P6
7714611179410905607,1,P6
10757642614012160064,1,P6
4865843581272983687,1,P6
16292430083029017689,1,P6
1796651824016427295,1,P6
98297907849373202,1,P6
5992160690318855839,1,P6
3698783311082979774,1,P7
8320683073772961964,1,P6
10415760101532216957,1,P6
12386226033146149418,1,P6
3970856666585963715,1,P6
9391661713592652429,1,P6
13079221732618467361,1,P6
10451217786014877156,1,P6
17301208162057019481,1,P6
4249479201291881470,1,P6
8686538672710742451,1,P6
5738464847081039651,1,P6
11087785018889960684,1,P6
18223065545448540241,1,P6
16364318619280225125,1,P6
11845908854191271552,1,P6
12943052757345495682,1,P6
7904377408633231568,1,P6
18113944997304125257,1,P7
1005486214952210640,1,P6
520782009337151097,1,P7
3713019348046085262,1,P6
3373908499199247216,1,P6
15506243368852656575,1,P6
8008535002217980098,1,P6
4820813802242903051,1,P6
10801988291566804960,1,P6
5002570603963258568,1,P6
16724756708419653364,1,P6
11239364674332369733,1,P6
17053447021345989606,1,P6
13998529348981283127,1,P6
16093872151234163331,1,P6
11158655603972744162,1,P6
13209445716946671014,1,P6
12700713944101661930,1,P6
14406599302943467464,1,P6
15680106727950695729,1,P6
6337789457177360592,1,P6
17049514663236955898,1,P6
12273587079634346395,1,P6
5485029704494173572,1,P6
11519685410973002788,1,P7
1101364160025851596,1,P6
7367551374975688282,1,P6
17558490952639144692,1,P6
4062425933809451894,1,P6
10898801372778328143,1,P6
6852132641503480989,1,P6
14646001865430865492,1,P6
8771888128160067634,1,P6
12592025666543938597,1,P6
1416640945894534022,1,P6
1297424450746635549,1,P6
18060947038983011630,1,P6
15406410430554639473,1,P6
6974007135581644153,1,P6
13909376458402874418,1,P6
34178175728858979,1,P6
12521163269019009383,1,P6
10573465645017320595,1,P6
5423857309137333107,1,P6
1223436671374139769,1,P6
17539739801730841517,1,P6
9968714935510823571,1,P6
666917626133377758,1,P6
12921256749188306102,1,P6
1189162913511267882,1,P6
2167924982808769851,1,P6
17474024030033434491,1,P6
11730048426125922954,1,P6
10898649959472996159,1,P6
14058667373321637901,1,P6
12468807904787944610,1,P6
17296094616516658612,1,P6
4692102565495747818,1,P6
184806875829229533,1,P6
13432288122185303909,1,P6
9594741377630123989,1,P6
594408543800139954,1,P6
15756827853355879339,1,P6
17120722730971832274,1,P6
13585138425717687472,1,P6
4997671895335224344,1,P6
2887175758470295472,1,P6
15624111189895154668,1,P6
13244506832352454869,1,P6
8581478374689184356,1,P6
7217630531985739524,1,P11
2459691956196139912,1,P6
14804105945229393532,1,P6
17500044654773638466,1,P6
13813158027633872563,1,P6
14117453998318352612,1,P6
16626476869742617710,1,P10
11508148201565188353,1,P6
10307281055895875113,1,P6
16770485310451509865,1,P6
16545119865702660062,1,P6
3559110389085836483,1,P6
8752785071608938806,1,P6
1192186811488658105,1,P6
10449757596339756900,1,P6
7145107906823720356,1,P6
12056122462586268921,1,P6
171243131231742352,1,P6
667652819177551837,1,P6
13499969682220272092,1,P6
7532168985186489586,1,P6
5179455515866864541,1,P6
2764218088350444627,1,P6
4231946893738486047,1,P6
3792939089850422217,1,P6
5235355061928861556,1,P6
8619419514084949317,1,P6
15610679721707733460,1,P6
2467235390102348694,1,P7
13548092232070970507,1,P6
3036136945301539832,1,P6
2418388123718172685,1,P6
11206732560548342550,1,P6
216263489538215267,1,P6
18372633468764650609,1,P6
12915443410207275540,1,P6
3004607607577418296,1,P6
6569030079099649081,1,P6
18308396442937687973,1,P6
10595541428369313564,1,P6
7767588753972142095,1,P6
8544900794006814645,1,P6
4682978857930410370,1,P6
3907664453536060140,1,P6
171558538622385902,1,P6
15043288721034479355,1,P6
6017014653144015882,1,P6
5327388415379083376,1,P6
9745117543762640423,1,P6
14384075579292538967,1,P6
12433587296867299727,1,P6
16979431082768205466,1,P6
17310022986937579045,1,P6
15553848717635800042,1,P6
15051234323968108301,1,P6
4039234039169609416,1,P6
13844402648975742319,1,P6
11135818070193926689,1,P6
13832685311864804963,1,P6
167142727872666052,1,P6
14609318912921276205,1,P6
13981758600462668851,1,P6
17413598660421408728,1,P6
15427442019411943068,1,P6
3387598966691861938,1,P6
2801286549989163465,1,P6
10479782392052077709,1,P6
1810860870034125805,1,P6
15393733684974257675,1,P6
2846879536048498686,1,P6
4163135997392007599,1,P6
6549321527788620480,1,P6
16892513230464380359,1,P6
11087818249141845103,1,P6
795345938548504099,1,P6
8186614075651073337,1,P6
12921316399943912820,1,P6
17258499470132415736,1,P6
11083831915542274970,1,P6
16143715363667550674,1,P6
3934718452633987655,1,P6
2277890054944792959,1,P6
5740927758810277817,1,P6
14868991656483614736,1,P6
3838624196081225088,1,P6
17432558117678081873,1,P6
16967596575711346529,1,P6
14999504144822463673,1,P6
6599890803324787059,1,P6
8752245087264456899,1,P6
6286695499337970671,1,P6
3814148578356143655,1,P6
13611687545363974774,1,P6
1333289448174145237,1,P6
9414502783309117392,1,P6
5474438016222379911,1,P6
17833333972829815142,1,P6
9867971905588653027,1,P6
1267296148933218065,1,P6
14604648132263993802,1,P6
3693607689432781111,1,P6
7595959029199900558,1,P6
13993391769981371003,1,P6
12250813247184209091,1,P6
17342840989069341233,1,P6
15753375180715205098,1,P6
17170505415666662190,1,P6
18023289383582756276,1,P6
15934151025696316840,1,P6
12922861337035072860,1,P6
17889490075155042610,1,P6
3169597528825858,1,P6
12533576604276305404,1,P6
16882573849493528347,1,P6
11006794188058740537,1,P6
11758843586929576416,1,P6
18360625701771329766,1,P6
363872519421975059,1,P6
6390743843125416112,1,P6
17452136616119627087,1,P6
14999568073484960554,1,P6
14561987686795114353,1,P6
13436557075448123702,1,P6
946902944604093951,1,P6
3850031381129739615,1,P7
6975162057740408922,1,P6
2465456603576575243,1,P6
1453354216354377827,1,P6
10776468080566137908,1,P6
11021763299205469451,1,P6
11014158846159490524,1,P6
15924880621599784781,1,P6
7127634671229422194,1,P6
9224727607252938398,1,P6
10800969401961522555,1,P6
14570510610632205224,1,P6
13159715733456667871,1,P6
12782001754180126068,1,P6
2636109525802088247,1,P6
1987047752798161402,1,P6
850861543160823390,1,P6
4378151743820397472,1,P6
12388926768615907806,1,P6
16504306638276307099,1,P6
3157416820873200943,1,P6
4882336815412060512,1,P6
16428625709144628875,1,P6
12176128391117251412,1,P6
11581221637095857444,1,P6
1111877904771692577,1,P6
13775690890992070524,1,P6
10448805072531973293,1,P6
14198905534712866939,1,P6
15464138176363815428,1,P6
14414433980151155969,1,P6
14832803800648947286,1,P6
10680527986559609644,1,P6
5043468969306600999,1,P6
17625461018150062380,1,P6
13909383668787392985,1,P6
3502016957540409511,1,P6
2603350586893500879,1,P6
10504761359272425968,1,P6
15108557667996946279,1,P6
8539071292282911901,1,P6
5239149178986394873,1,P6
3914574269093086703,1,P6
17980141358280509471,1,P6
14547938964594828551,1,P6
4756847377303208752,1,P6
10252204510430519173,1,P6
9568229757745379747,1,P6
4685200178296161514,1,P6
4328689189953366355,1,P6
6039405331470512221,1,P6
2203362805526503782,1,P6
10439105942032664212,1,P6
2488257706448716304,1,P6
3003474882610011185,1,P6
8448209759027373345,1,P6
1589669369311789226,1,P7
3153309005108300649,1,P6
8010922067152987848,1,P6
3872312410127328593,1,P6
16818820181433052207,1,P6
16280179880295109249,1,P10
2010625912883215168,1,P6
18332630174409225500,1,P6
14102397891308323509,1,P6
6507576468252363720,1,P6
6200335795933694803,1,P6
7869680432838007336,1,P6
5783691199120877943,1,P6
10622545948783673286,1,P6
12227459174856373248,1,P6
16942890309745456940,1,P6
7374095039614631960,1,P6
5201842832094032467,1,P6
14823724359231066144,1,P6
5408127707593045531,1,P6
3451906189451498903,1,P6
16496051668648989563,1,P6
14396217235858074070,1,P6
17598562988892006036,1,P6
11710713036423161420,1,P6
13995440421729370604,1,P6
13381269322005316314,1,P6
14572090183046218948,1,P6
1870280528420498327,1,P6
10693908038194422478,1,P6
9347383357622105129,1,P6
2755544052966505892,1,P6
4782398422626142435,1,P6
3845785430645483316,1,P6
12957378928748076503,1,P6
16163099087532478374,1,P6
4205251170808890283,1,P6
5814883594556718673,1,P6
7303163301138367629,1,P6
15887356154597088146,1,P6
16701945070501922129,1,P6
1276787296956592154,1,P6
8136552278918784984,1,P6
2724111769985873256,1,P6
3945352815398501920,1,P6
5413513321110648270,1,P6
6368892402986494841,1,P6
13472845768893932255,1,P6
10049909871043223217,1,P6
1551080803886172296,1,P6
6275113513714914875,1,P6
16270473324952793881,1,P6
15481150479967040163,1,P6
4827054396453699891,1,P6
8315380321876752009,1,P6
6931537520740183392,1,P6
9738032287521008813,1,P6
11134422277344857243,1,P6
605544639743272633,1,P6
3757274593907174034,1,P6
3831470899981552569,1,P6
5748344240621498876,1,P6
17178924803765020915,1,P6
18538788404585497,1,P6
11592157089168654456,1,P6
17008214942373590316,1,P6
75930865461957909,1,P6
7341904602108893221,1,P6
4590008142465789153,1,P6
6682975136716498153,1,P6
1453130005709349629,1,P6
6184181051899770447,1,P6
15240107347153340245,1,P6
10604557426290769081,1,P6
15326748399321440298,1,P6
507032609127565279,1,P6
11701887815457640547,1,P6
5962004097782076073,1,P6
5796876500725023948,1,P6
4612875916623391020,1,P7
8828480074033052095,1,P6
13853155598728932355,1,P6
2094153607793956030,1,P6
13637971848057820608,1,P6
15872847100731232341,1,P6
7418523445272945177,1,P6
2105013970063474791,1,P6
6634525197330382222,1,P6
1129775024994667337,1,P6
1183391029318145162,1,P6
18339048328795130883,1,P6
2525364213830179958,1,P6
7939053156681561089,1,P6
