n_total,n_disagree,frac_disagree,disagree_mean_honest_maxpost,agree_mean_honest_maxpost,disagree_mean_honest_entropy,agree_mean_honest_entropy,of_disagreements_GMM_sides_honest,of_disagreements_GMM_sides_assign,of_disagreements_GMM_sides_neither
203586,52844,0.2595659819437486,0.21507056770750482,0.22353842557726933,0.9984660304922135,0.9975755699175116,0.2939595791385966,0.41510862160320944,0.2909317992581939
