class,observed_csparc_hard,corrected_soft,accuracy_soft,corrected_multi,accuracy_multi,corrected_pair,accuracy_pair,corrected_mc.g,accuracy_mc.g,corrected_eq.g,accuracy_eq.g
P6,0.2216250479574305,0.22139344218690507,0.9952876059993278,0.2216250479574305,1.0,0.2216250479574305,1.0,0.2216250479574305,1.0,0.2216250479574305,1.0
P7,0.19326093846436138,0.19324157645380596,0.9927648318240041,0.19326093846436138,1.0,0.19326093846436138,1.0,0.19326093846436138,1.0,0.19326093846436138,1.0
P8,0.15107508048507898,0.15109958918469285,0.9939845791934139,0.15107508048507898,1.0,0.15107508048507898,1.0,0.15107508048507898,1.0,0.15107508048507898,1.0
P9,0.16775926203940017,0.16780836613165917,0.9930637868073275,0.16775926203940017,1.0,0.16775926203940017,1.0,0.16775926203940017,1.0,0.16775926203940017,1.0
P10,0.1426112195366061,0.14259216321589524,0.9958299271686928,0.1426112195366061,1.0,0.1426112195366061,1.0,0.1426112195366061,1.0,0.1426112195366061,1.0
P11,0.05788253348679711,0.05789575246115807,0.9944156101176076,0.05788253348679711,1.0,0.05788253348679711,1.0,0.05788253348679711,1.0,0.05788253348679711,1.0
P12,0.02688618659193648,0.02697098833235883,0.9923972315077062,0.02688618659193648,1.0,0.02688618659193648,1.0,0.02688618659193648,1.0,0.02688618659193648,1.0
P13,0.028520909439690403,0.02858437068527007,0.9930852172277342,0.028520909439690403,1.0,0.028520909439690403,1.0,0.028520909439690403,1.0,0.028520909439690403,1.0
P14,0.010378821998698894,0.01041375134825482,0.9916703567677829,0.010378821998698894,1.0,0.010378821998698894,1.0,0.010378821998698894,1.0,0.010378821998698894,1.0
