,P6,P7,P8
P6,0.9999933333333334,6.666666666666667e-06,0.0
P7,8.333333333333334e-05,0.9998566666666668,6.0000000000000015e-05
P8,0.0,3.3333333333333333e-06,0.9999966666666666
