,P6,P7,P8
P6,0.994133071368243,0.003936359523254463,0.0019305691085149317
P7,0.007661780889241494,0.9851588553963743,0.007179363714389466
P8,0.002232649306974314,0.004190627203025773,0.9935767234900468
