,P6,P7,P8
P6,0.3997521584426261,0.2869927536972918,0.3132550878600833
P7,0.3563927123960988,0.3084794673950632,0.3351278202088401
P8,0.3358584648604083,0.2854287725988946,0.37871276254069675
