uid,ensemble_class,gmm_class,gmm_max_resp
5801101863906634783,P6,P6,0.9993224118773033
2563401706439609984,P6,P6,0.9957487448935983
17830453030328292001,P6,P6,0.9949620867059651
17442075592592561776,P6,P6,0.968116747878861
9552157853217606525,P6,P6,0.9985178441762304
5582092845181249498,P6,P6,0.9995373182021161
16996489918190619293,P6,P6,0.9994807184220179
12015280293234640542,P6,P6,0.9937917945050817
5385121724885638763,P6,P6,0.9954080433582485
11652421722415162036,P6,P6,0.9998670080971163
14547735853315415261,P6,P6,0.9949296722558355
6958647435082937151,P6,P6,0.9964619915517808
14791536185739950999,P6,P6,0.9606989457147853
7971338821142134691,P7,P7,0.4754104502266433
7809129745617843869,P6,P6,0.9986909428867841
15349609513400921506,P6,P6,0.993780149976321
15269176991586972473,P6,P6,0.9984785217893116
4773327607632002714,P6,P6,0.9941242254363534
17556142001479494171,P6,P6,0.9999689197078989
15751181951039595148,P6,P6,0.9836105062751882
5544459926008996400,P6,P6,0.9999913418515279
5742636415451942024,P6,P6,0.9993436630532982
6448634781816697596,P6,P6,0.9948151877243707
13478794800055985929,P6,P6,0.9984340653831706
4067994111382992107,P6,P6,0.9967046528335521
18259677140999556627,P6,P6,0.9995892698316148
6361415348553873206,P6,P6,0.9966723460250556
9934232314813936493,P6,P6,0.9948229132548235
4233180866453780308,P6,P6,0.9997225544366615
8777943099366200589,P6,P6,0.9999815702635118
3503824417538119967,P6,P6,0.998475266990041
7549114391684736274,P6,P6,0.9522248308983147
5510805968706949137,P6,P6,0.9999086119651347
17776686455650214644,P6,P6,0.9998952111350108
14616038564404043424,P6,P6,0.9995510432451475
12536145781893724849,P6,P6,0.9967089642341964
17891938518223037598,P6,P6,0.9962584512708779
4807646134222784559,P6,P6,0.9998474965637271
3155513494323687985,P6,P6,0.9991180166777496
652896528102973553,P6,P6,0.9994684380167197
7116260344716544293,P6,P6,0.9570755178200883
15051294891895604292,P6,P6,0.9678947349175031
18128580603930148476,P6,P6,0.9990243413781938
58743371336975861,P6,P6,0.999877278319942
1211366447509174062,P6,P6,0.9982339507691081
9238324228038881709,P6,P6,0.9998388953747448
10308510228656450939,P6,P6,0.9999182627418943
17935928807910363632,P6,P6,0.9961220404755348
6942709647748544509,P6,P6,0.9837380195298641
2499611297229585477,P6,P6,0.9995193854407894
444913822866177270,P6,P6,0.9989562206944487
17169803980392972156,P6,P6,0.9998506293036232
6485972014556472112,P6,P6,0.9961872972126247
769178923992998408,P6,P6,0.9964576358406346
17129663733079901292,P6,P6,0.9997626299691613
12368109957863530455,P6,P6,0.9724434467602873
15751104823016247121,P6,P6,0.9624792620408859
6958552952682021040,P6,P6,0.9869840038189662
5960727009759434669,P6,P6,0.9988570194692288
6716940612056666893,P6,P6,0.9556558725543695
1896546453391298914,P6,P6,0.9905137053682802
653436012358760263,P6,P6,0.9979593860826815
