model,mean_hard_std,mean_soft_std,max_hard_std,max_soft_std
M1_cryosparc_post,0.0009630447369077673,5.484975287121189e-05,0.0009820914871813444,6.492281046046931e-05
M2_hetero_gmm,0.0006990591719043129,0.0005448146406995648,0.0008727672795526999,0.0006643336548226285
M3_3dva_gmm,0.0008522947758874041,0.0004684230127881617,0.0009640522711123189,0.0005614334374307221
