,P6,P7,P8,P9,P10
P6,0.7514266666666666,0.015953333333333333,0.08227,0.04475333333333333,0.10559666666666669
P7,0.050309999999999994,0.6540300000000001,0.20403999999999997,0.05223,0.039389999999999994
P8,0.1113266666666667,0.10629333333333334,0.6740966666666669,0.06534999999999999,0.04293333333333334
P9,0.1273033333333333,0.08358333333333334,0.1632066666666667,0.5555966666666666,0.07031
P10,0.1938633333333333,0.028486666666666667,0.04352999999999999,0.025399999999999995,0.7087199999999998
