,P6,P7,P8,P9,P10
P6,0.018955472971032804,0.0045564411063411725,0.011097121248323818,0.030595563222285824,0.0030693629451221446
P7,0.026017742023473133,0.06940522146543923,0.017029358962294107,0.03867194633495104,0.007962258892215617
P8,0.011502432592958566,0.014878685724515082,0.020015502047718466,0.027952397034959275,0.007289551121677901
P9,0.03251412496473221,0.035130395987267526,0.02680859232078817,0.045594754693446427,0.02196987862202854
P10,0.006244596775524335,0.004704588776455978,0.007057390924886242,0.013343213006368945,0.00883022838511741
