,P6,P7,P8,P9,P10,P11,P12,P13,P14
P6,0.9952876059993278,0.0019591175838186785,0.0005484602678824963,0.0016409048237735412,0.00031055988952211,0.00014259279648133152,4.795624741349156e-05,3.561021858591608e-05,2.7192173201892613e-05
P7,0.002652603200163325,0.9927648318240041,0.0016441026930588605,0.001801650111265084,0.000604770738658977,0.0002176243943145168,0.0001194055248030694,0.00013548012946011046,5.953138428729194e-05
P8,0.0009690357992063563,0.002366489081073811,0.9939845791934139,0.001004347219570172,0.0009434902057723477,0.00042040331519536587,0.00012280385100283214,0.0001332916930076315,5.555964176422176e-05
P9,0.0026259297696623273,0.0020749571920077527,0.0009115379911825784,0.9930637868073275,0.0008265543124926554,0.00020936399506206685,9.4090215370162e-05,0.00015942787583659906,3.435184107255284e-05
P10,0.0005376418504187567,0.0009045192480910987,0.0009739985709128466,0.0010111872739619124,0.9958299271686928,0.0004961176729775273,0.00010138444005056178,9.423615548153793e-05,5.098761943199888e-05
P11,0.0008084074223584307,0.0010213292804021551,0.0011298823342607617,0.00047221949118010496,0.0014837881303871332,0.9944156101176076,0.00022719371076479423,0.00034970054184254413,9.186897120526429e-05
P12,0.0006427554525820293,0.0014346578699452953,0.001804435805342141,0.0015963194153392152,0.0008484679828801403,0.0006393876362773681,0.9923972315077062,0.0005428672465471314,9.387708338804965e-05
P13,0.0007901488899826204,0.0012617826248155013,0.000800767312371614,0.00090405598583076,0.0008960879537300438,0.0013558826975665727,0.0007308358448788985,0.9930852172277342,0.00017522146309501788
P14,0.0011372703559345534,0.001452064507369551,0.0015809779567200052,0.0010785466076869096,0.001189425444200744,0.001063020232101893,0.00035681017386451295,0.0004715279543410615,0.9916703567677829
