uid,cryosparc_class,max_posterior
11926172640664781570,P6,0.9999991271798565
2867686893494638144,P6,0.9999999942345084
13276385929892500222,P6,0.9999985527098317
2226100818293747881,P6,0.999749416065404
14134782110638304276,P6,0.9999999999999575
2601585371414338101,P6,0.9999992163065166
9687764261514870127,P6,0.9999963873845684
2817350435704886083,P6,0.9999999949417259
18318700410025864885,P6,0.9999999995244965
18040052696406116290,P6,0.9999999999707047
10019850564566653778,P6,0.9999999000936003
12590496449120103703,P6,0.9999999525862667
15714077122569766988,P6,0.9999999829749676
8524346345775994630,P6,0.9999999999924374
15407243808146561830,P6,0.9999999903641792
5744149287601901100,P6,0.9999999628534393
9768453183246903037,P6,0.9999999999981802
13277813117905830210,P6,0.9347769603784629
2281006358107145198,P6,0.9999974546902086
7337309716689560036,P6,0.9999985324669971
7267586629799319003,P6,0.9999999951925571
5831316430978667671,P6,0.9993253780435536
13663759860748624649,P6,0.9999999999999609
9682515110536995805,P6,0.9987946250357829
1196815181921395674,P6,0.9999998579397212
16534858402656895040,P6,0.9999999999865515
11745126298659316265,P6,0.9999999922552865
6279450665110930300,P6,0.999999999820541
15432959060983299569,P6,1.0
7928207564315603344,P6,0.9999999991513849
10417201315648968943,P6,0.9999999964868049
12992309805361874753,P6,0.9999999999968409
3441850293501528880,P6,0.9998336108300795
2942514682098017047,P6,0.9999999999906513
9007268419548434495,P6,0.9997577275829936
2137394226730851815,P6,0.9999999995763039
2184366372600699661,P6,0.9999987873935876
10835796016138619803,P6,0.9999570480595524
12123932611354889912,P6,0.999999505363051
14718518878789916279,P6,0.9999999947262472
14136649817357609548,P6,0.9999999999778697
15237345978346049943,P6,0.999987004571939
15922157530495206266,P6,0.9999999999832977
15379025901737920139,P6,0.9999999998696215
5092265987184468388,P6,0.999999999999621
7068071447197647330,P6,0.9999995995119135
4159599870545078345,P6,0.9999469156274781
551187660630903016,P6,0.999999999857367
12456070323101776686,P6,0.9999999999993486
7644032241836324731,P6,0.9999998606552809
13654744514690696623,P6,0.9999999717773197
15189597188220745954,P6,0.9999999994653715
10268933109037017433,P6,0.999976406705265
14185921868955427645,P6,0.9999999999799893
5639064806648200309,P6,0.9999990632601533
3570483259614929403,P6,0.9999999927139926
16447651733328010073,P6,0.9999340981906927
2509446446365567687,P6,0.9999921841999476
14666181834610151954,P6,0.9999983059814476
11670639995579503785,P6,0.9999999996471156
17762412936242225239,P6,0.9999999999984927
11011414588858406495,P6,0.999999999605853
9353094609173345915,P6,0.9999999993707313
6391368837022742527,P6,0.9999999999409098
2324869167593038287,P6,0.9999996630393719
1235145379410878075,P6,0.9999997990493221
3450549947329755603,P6,0.9999999999999993
18098042616008470808,P6,0.9999998333586565
6692877811473926033,P6,0.9999710265546894
428888446839972759,P6,0.9999999999474681
18307014413789834909,P6,0.9999995694490168
3896481632253652519,P6,0.9999999999776068
10297347422962186215,P6,0.9999583590706204
11818280471401925359,P6,0.9999999994874371
12703714850098476681,P6,0.9999999999996986
6672245529288560162,P6,0.9999987686784841
11518781061362292561,P6,0.9999999156744277
10496416678464932870,P6,0.9999999999925215
336465483627589939,P6,0.999996827947087
2060223508881997284,P6,0.9999999999034661
4308712735525416528,P6,0.9999832634599719
12626880812514829107,P6,0.9999992458345603
18076508783226281361,P6,0.9999999999999947
7407642389025200288,P6,1.0
11909127358849124663,P6,0.9999206298360122
11265920037532051500,P6,0.999999999999981
10669522504510008158,P6,0.9999818031046093
8002130540431449578,P6,0.9999999999999876
8836801775761451053,P6,0.9963368805119471
864456254129652443,P6,0.999999997413279
18336359501379157848,P6,0.9999997740987161
7116669244507295957,P6,0.999993976078211
7810642755720058677,P6,0.9999999999883502
5609394893914532052,P6,0.9999619199210823
16212271680909297771,P6,0.9999978802300077
14651332170840578482,P6,0.9999999653419008
18051239933471053638,P6,0.9962491930620981
2496422965502634280,P6,0.9999999488907414
5317641043395091541,P6,0.999999999997343
3595303602284930314,P6,0.9999940580478769
8007411454829171942,P6,0.9999677434581173
6714832956523823626,P6,0.9999994435356113
3161083816462175650,P6,0.9999990960739441
13348645871450828876,P6,0.9999999999998286
7103544201597210060,P6,0.9999999993761771
10649672108725799272,P6,0.9999999992176601
7165473474421176218,P6,0.9999999982775919
16681438740605119666,P6,0.9999948547558973
11365776629564755274,P6,0.9999999669692605
4789428908605233258,P6,0.9999999999767003
4902851564031320756,P6,0.9999999999999958
7420102891507360167,P6,0.9999994801696065
4641429120352347485,P6,0.9999999382147777
9661986430042603622,P6,0.9999998473520733
5003725964011252173,P6,0.9953724702486525
11639543522657841615,P6,0.9999999730997228
8220777278558067592,P6,0.9999999998413431
14391880550967713488,P6,0.9999999999056528
15631334578056798245,P6,0.999097701013207
8677624450944076301,P6,0.9999999141969489
1379769046425391260,P6,0.9999999990372496
4794124191543657271,P6,0.9999998371923653
12215874919837243992,P6,0.9999999079719071
7628177324981281855,P6,0.9999999946791546
584024130826503817,P6,0.9999583319239003
13554753729323675450,P6,0.9999999885932533
1871251963290826119,P6,0.9999998790082424
4509107264440280671,P6,0.9999999782678841
16786777658821381980,P6,0.9997319744939264
132262301106886504,P6,0.9999999999999634
10495674064688853895,P6,0.999999999739633
10718495979641948981,P6,0.9999999879753227
3136951168350072731,P6,0.9999999999969527
14769263325505431925,P6,0.9999981076089236
9857015661965230236,P6,0.9999999890813253
11144350837139146095,P6,0.999999562644604
16273637802686770530,P6,0.9950806062667882
8721940638850592326,P6,0.9999999999999526
7388393324001921614,P6,0.9999999993847429
9700725669289591530,P6,0.9999999823258766
727311637158233840,P6,0.9999997890401899
1394850659101322986,P6,0.9997051688273528
569774336373589472,P6,0.9999925133475102
8865796567716625165,P6,0.999999998892419
721047918757711951,P6,0.9999999999812076
8547910703117811892,P6,0.9481212522112985
10627411833959068427,P6,0.999977060268615
14184030826321056419,P6,0.9999954817237234
17756836286456465903,P6,0.9999999990428805
6222896996030672601,P6,0.9999825098194592
6146613828820439636,P6,0.9999999972466295
16227035683026325415,P6,0.9999880733557975
17522710018001286826,P6,0.9999956770081146
12155742644226233824,P6,0.9999999999088759
346683744055618195,P6,0.9999999923717412
11938341585745787755,P6,0.9999669025832989
16147400298941009476,P6,0.9999999999999971
14522553226397020728,P6,0.9999999911164275
1882404775537972117,P6,0.9999999999854458
374606150550623459,P6,0.9999621787804912
5670583227383459742,P6,0.9999998974414016
14857090964423476319,P6,0.9999998090350917
15461470178374882803,P6,0.9999997921917123
10345571174552547362,P6,0.9522101025401526
15053610068017820712,P6,0.9999998451568315
9344996033860909383,P6,0.9999901370119622
1249455006880372741,P6,0.9999915723218185
6829109868220711827,P6,0.9999999981820626
7863614204246531462,P6,0.9999979499724714
8160413276140320408,P6,0.9999973381157277
12435309025019240070,P6,0.999999862822505
12365706945942648175,P6,0.9836583491800648
3788566395216927070,P6,0.9999999769353943
11746559053841080704,P6,0.9999999888524942
18266995639331110353,P6,0.9999999356797625
5604030920591423198,P6,0.9983706853731558
616348501795584482,P6,0.9999971054900317
16514160616340819139,P6,0.9999999982941606
2362136426356259545,P6,0.9999999999981298
11957610827770161886,P6,0.9999984423297227
4706168050470104347,P6,0.9999999999999979
3369890373609862156,P6,0.9999971110733454
13859232328995261365,P6,0.9999858256356726
4956558447047352817,P6,0.9999838625704667
1608184295583107523,P6,0.9999252483087978
5528866310820855055,P6,0.99996869811622
14429979666463100340,P6,0.9999997826587348
10352978712121342321,P6,0.9999999686277966
13943906295589242295,P6,0.9999999999999976
9278641736227372809,P6,0.9999999994053989
6958333651027728701,P6,0.9999999805585377
5998449489941345463,P6,0.9999999995765873
18176593556525428677,P6,0.9998488807099293
10347034085372125544,P6,0.999999628827464
16863148297235828350,P6,0.9999998894196752
16322970801162501865,P6,0.9999999900508721
7089308441650217152,P6,0.9999999999989313
1236788592375849735,P6,0.9999999999999949
2830094148415898794,P6,0.9999999986640404
2893916435099046780,P6,0.9999993316925291
10885368180800417878,P6,0.9999999985125025
14900915474057369031,P6,0.9999998524447784
9918152515897200712,P6,0.9999999590795499
12778981434736820097,P6,0.9999999999971104
10963148808363596779,P6,0.9999917047556349
7436911738985213009,P6,0.9999999702315266
13423432696116278032,P6,0.9999999919741597
11667043485933908843,P6,0.9999999973944529
1848478763635350745,P6,1.0
6404995715679382218,P6,0.99999999478193
9849550152019063831,P6,0.978029669631228
17860521946022803641,P6,0.9999999836530663
2921469360508502305,P6,0.9999999973952224
1610725049781114256,P6,0.9999979974619427
3018662358860790396,P6,0.9999989182440102
11841272446802945494,P6,0.9999999999695017
12807511722788108266,P6,0.9999999978940033
4037045599250203496,P6,0.9999985433205935
18129150882059719753,P6,0.9999999996646137
13653319857828557839,P6,0.9999999999377583
1261450867853662403,P6,0.9999999999999998
7049445910253399491,P6,0.999999999834268
7676052851714495398,P6,0.9999999577830476
1366366133641721001,P6,0.9999999993041445
1839298302503223273,P6,0.999999998079327
2967395056589851732,P6,0.9999999999999989
8754505469092741249,P6,0.9999999366566406
17459891455579720355,P6,0.9999681826389317
7240452432697599692,P6,0.9999951773652046
15895253449289846863,P6,0.9999999579667422
2783667966709955768,P6,0.9999999999999991
9072911225838543914,P6,0.9999990936059812
18138029824259435910,P6,0.9999839557668001
17529461131990217300,P6,0.9999999999999625
12582059680109066132,P6,0.9999999924439549
15302295737740229958,P6,0.9999976539456941
6610853010271336091,P6,0.9999991436004849
10457405764050523469,P6,0.9999999517514343
11148563527759708259,P6,0.9999999991594821
11979355629169840671,P6,0.9999949409781466
2313828695886002874,P6,0.9999999992354268
2167906130733892922,P6,0.9999957683851912
9051544811461854116,P6,0.9999980375891694
17121877694931348127,P6,0.999999998641645
6845294153910766303,P6,0.9999999113109251
13193632020508789120,P6,0.9999994556462181
4410003580441378137,P6,0.99999999179889
16588925099715069887,P6,0.9950931563898893
9640709334753913377,P6,0.9999999970867722
4357280180813089576,P6,0.999992088231989
14926643768318068900,P6,0.9999945154328704
2053054808179992359,P6,0.9993007915101041
9646839359402931768,P6,0.9999999676948292
6630403295851322869,P6,0.999999756536215
15114808049840346465,P6,0.999998554805983
14290742000918456983,P6,0.9999999999810668
14827142729874897822,P6,0.9999996679449382
3820393431861360373,P6,0.9999999997672361
13247771055898114677,P6,0.9999999995283159
6501967977327962178,P6,0.9999998047952471
9084790911298024848,P6,0.9999909368402708
12028393385729081181,P6,0.999999467188728
166626024540694354,P6,0.9999999914318639
11906520862254265375,P6,0.999999999996784
11769034472535964439,P6,0.9999999999976661
16738174409146399097,P6,0.99999981337007
32040180790962871,P6,0.9999616960954407
14002889331713158217,P6,0.9999068503142053
13289490191180492216,P6,0.9999986800945577
5014190843448016780,P6,0.999999958448443
1394215371062723120,P6,0.9999999999750847
13692864125482223307,P6,0.999999995610398
10331960778298216585,P6,0.9999999997716345
15473901721091665740,P6,0.9999999999661323
1863252528513889210,P6,0.9999999999792694
7757663795369445872,P6,0.9986626119102485
2651732837510304403,P6,0.9999254499870154
6773342982862107841,P6,0.9999181453378618
1185188892856830895,P6,0.9999999999999987
13432221431152150695,P6,0.9999770312028823
18097202856618428454,P6,0.9996259038467642
10072821365156374831,P6,0.999999939195441
17253105287955725920,P6,0.9999999196423162
9395330228422964272,P6,0.9999999999997398
2114381643881993430,P6,0.9999972522387821
602264571096602140,P6,0.9999999999999928
14844158446836295484,P6,0.9994406126830324
16389627943133793704,P6,0.9999999999999989
4929901386798370869,P6,0.9992301109605664
16146919765311557039,P6,0.9999999997086307
12054538224045935951,P6,0.9999999931670962
2603672991530850542,P6,0.9992840826751547
7482858319282347203,P6,0.999999999819898
3714618756794054411,P6,0.9999999999080131
8651610808173851832,P6,0.9999999999293803
12331381929906549245,P6,0.9999999999926218
2878859325669901980,P6,0.9999998454514153
8062831294876563343,P6,0.9999982381974977
4238510601978534078,P6,1.0
4920089546153174353,P6,0.9999999888280228
10881151891611745221,P6,0.9995582112374654
13231486831854073294,P6,0.9985618465319952
6195340398259389981,P6,0.9999979664109305
7295102619203719968,P6,0.999999999083951
17452882995196335092,P6,0.9999999932340786
5557266633649971628,P6,0.9999969861327598
9786945920191496498,P6,0.9999999405776308
9892422288100413900,P6,0.9999972563385547
18373586926997237172,P6,0.9999996058316175
16513170178558600226,P6,0.9999999999672851
14876388710955449111,P6,0.9999999999999184
9162811408535760867,P6,0.9999971474888809
11063171911975195426,P6,0.999996880372492
13051815617116028311,P6,0.9999999998972801
1286648273877180915,P6,0.9999999999466344
2348367122915428617,P6,0.9977127723070207
10837200396301990145,P6,0.9999999995558366
14307275720788118687,P6,0.9999987421961027
9392045359031922905,P6,0.9999824627716724
1109351614588014507,P6,0.9999997548438678
10638336812754744565,P6,0.9999999883191991
12465956194295051154,P6,0.9986328585086235
1653687794883586646,P6,0.9999993499963736
17267930557652609854,P6,0.9999449302655609
7998530078720962621,P6,0.9963569142183746
7039111223329230290,P6,0.9881112038575105
15008817810375023754,P6,0.9999999999329761
1124051311623012888,P6,0.999999999999601
10361732318294709986,P6,0.999996311528738
11856152359268249071,P6,0.9999863568852648
9921040151296498858,P6,0.9999999999925807
11098922045744741838,P6,0.9999999639561217
16844695946793508142,P6,0.9999998987597533
18093607457993551440,P6,0.9999587494612695
16831074105924353294,P6,0.9999987853935212
11729306858267378281,P6,0.9999999999999332
10062133690406247004,P6,0.9999572691338541
14380226095853409747,P6,0.999998835459876
6757225975042551428,P6,0.9999999999085165
5039580968349028333,P6,0.9999999994675388
10650102526008000549,P6,0.9999999526279518
8588462812718355479,P6,0.9999999999998638
2825927715440328388,P6,0.9999728382016163
8668402225915929643,P6,0.9999945156949441
7625364439433998976,P6,0.9999303188456091
818978441942922518,P6,0.9999999999961809
1605599000859663207,P6,0.9999900068989546
17585580107403564581,P6,1.0
14347143434729340003,P6,0.9999999837412822
13482597582833069790,P6,0.9996338203898438
7892484083134325018,P6,0.9999999995185271
15841841389680566266,P6,0.9999999999993227
14398182164577788714,P6,0.99999962310455
18135805466582432888,P6,0.9996365293709775
10558069709385592107,P6,0.999999999996275
14265688632793802017,P6,0.9999999999987572
15851640641136797685,P6,0.9999999728241888
8101522632928654621,P6,0.9999886981476798
11611500363631210411,P6,0.9999998794484196
8473742594782951073,P6,0.9982281001165872
