uid,class,weight
3191928153283223921,P6,0.388274610042572
2291313639997370072,P6,0.36888387799263
18346638621583451893,P6,0.3755844235420227
14357374582519354643,P6,0.3704105615615845
10964821217025600072,P6,0.37501516938209534
8523337110157533018,P6,0.35882437229156494
15924497568931162666,P6,0.36369267106056213
16642115611572374513,P6,0.38559749722480774
922351468019233626,P6,0.3560977280139923
1646239567323660809,P6,0.3413952589035034
9304091672842177825,P6,0.3808576762676239
10055159208074003556,P6,0.37672513723373413
9455223378784199503,P6,0.3424678146839142
3658178275894647030,P6,0.3571676015853882
12760070159895850845,P6,0.3826754093170166
8955870980819233609,P6,0.40038934350013733
15025985444223974013,P6,0.3691580593585968
15064504374004745913,P6,0.3799366056919098
5423012917396241230,P6,0.4011932909488678
10117331370688186462,P6,0.3950124979019165
8304581722949481739,P6,0.35522451996803284
4086937687361086228,P6,0.35540395975112915
12106991012191847697,P6,0.3533702790737152
12802437872894486609,P6,0.36783599853515625
14520368188930908242,P6,0.4054649770259857
15332314159888472447,P6,0.40775105357170105
12491934542148669322,P6,0.3757132589817047
13549257644254390029,P6,0.35456976294517517
9045016522767529467,P6,0.36040157079696655
5514251419741177531,P6,0.3627268075942993
6937127828170136992,P6,0.3559550642967224
8483963378443773140,P6,0.39081987738609314
12335403568871373781,P6,0.374342679977417
8896939557194242112,P6,0.35532474517822266
6065104817076281894,P6,0.3716491460800171
16761461462228972865,P6,0.3806084394454956
12749692064982599044,P6,0.37309128046035767
744058291228822314,P6,0.32412099838256836
10163054968566706727,P6,0.4061053693294525
9697623972355990210,P6,0.37171700596809387
3710487425607121759,P6,0.3971400260925293
8524681790913585747,P6,0.38357001543045044
16473932414955451636,P6,0.3512371778488159
3572981642351637141,P6,0.3687743544578552
2086640779580292895,P6,0.32119277119636536
17155223146388927398,P6,0.35050442814826965
8362809314896543545,P6,0.37641382217407227
2030373979995109360,P6,0.3853273093700409
12541998981827654870,P6,0.38723403215408325
3926801388814210242,P6,0.3677714169025421
1532245776065717163,P6,0.378880113363266
10270599737561290081,P6,0.36311691999435425
9086445124525247171,P6,0.38311007618904114
15576199954780364273,P6,0.38158178329467773
15122489749557468924,P6,0.4149247705936432
4731102631573983287,P6,0.36707162857055664
4819370984177407976,P6,0.3551431894302368
17792048736487666372,P6,0.35611385107040405
14438840268623146272,P6,0.38076910376548767
9705819856398342865,P6,0.38043832778930664
11628731717852627910,P6,0.38455063104629517
1379600470733967636,P6,0.36990711092948914
11342089671007554058,P6,0.3521385192871094
4683371220374081490,P6,0.3530426025390625
520199346782922651,P6,0.35319989919662476
14029098637883131766,P6,0.3154968321323395
13308398199312290713,P6,0.39890992641448975
5866035988404729524,P6,0.3801215887069702
2888708020887266257,P6,0.39216721057891846
13567313368407211842,P6,0.371499627828598
8072912805019421841,P6,0.36351484060287476
11989645629285372100,P6,0.3719578981399536
11558118741965305127,P6,0.35915157198905945
3907919182220894422,P6,0.37360095977783203
5857995671733843170,P6,0.37153467535972595
14396556690201457571,P6,0.3727247416973114
5903827030161037629,P6,0.37851881980895996
1219994394349216580,P6,0.3460546135902405
1462231996820572656,P6,0.3656904101371765
1642267432120535196,P6,0.3555821180343628
2167967917308745990,P6,0.3664969801902771
11488718301667401965,P6,0.38301751017570496
3023862163155372010,P6,0.39167389273643494
5572907141476497693,P6,0.3705251216888428
1216251719333251621,P6,0.31433042883872986
16044681700060861976,P6,0.35395658016204834
2875135399201437252,P6,0.3965858519077301
13288449534683584194,P6,0.3546214997768402
2869755513154024791,P6,0.3569449484348297
8211781211120416754,P6,0.3716405928134918
9502686284027115967,P6,0.371420681476593
15270998200873361253,P6,0.36578279733657837
3119460690513123993,P6,0.3788141906261444
949345506502648777,P6,0.3746180534362793
3169455496343352028,P6,0.37900885939598083
2726572365589066022,P6,0.34142619371414185
17150182119632601699,P6,0.36459872126579285
15750314949948404449,P6,0.33299538493156433
3942544083730138331,P6,0.37157344818115234
7330176005321887464,P6,0.382196843624115
10641096994878940580,P6,0.395120233297348
7882040442427038406,P6,0.34979838132858276
15235318814961793835,P6,0.37055376172065735
10036079560711526618,P6,0.35743626952171326
1441234607309348975,P6,0.39175713062286377
5999497877464871480,P6,0.3478686809539795
1933834993180547966,P6,0.3571072518825531
2423460879178450448,P6,0.36281582713127136
5615205761732650966,P6,0.3622312545776367
10213973854380714596,P6,0.3916063904762268
11951778425800060091,P6,0.39827054738998413
6043202768933484564,P6,0.3846644461154938
15976013264621946514,P6,0.36601439118385315
2073830262352702165,P6,0.3415026068687439
10122217132273318077,P6,0.3927987813949585
7961869763831892520,P6,0.35343092679977417
9851269107871989142,P6,0.37967345118522644
16597549625482038892,P6,0.36316269636154175
2337423417842925720,P6,0.3535540997982025
10155424301549144336,P6,0.36913856863975525
18056730244579138663,P6,0.3498847782611847
5963449317889127595,P6,0.3922933042049408
7631785254214031551,P6,0.3763192892074585
7773966756653748557,P6,0.3602282404899597
3381668066297216179,P6,0.35921967029571533
6908625071774812779,P6,0.404977947473526
2521891234408831939,P6,0.3857012987136841
16005908622445985180,P6,0.36262884736061096
6971723088065252404,P6,0.35467684268951416
4145266934106690519,P6,0.36802399158477783
15776481908117476868,P6,0.37766319513320923
111479739565664911,P6,0.3615976870059967
17761062322547241474,P6,0.34209924936294556
13002817114190583824,P6,0.3565211296081543
15447759152049963451,P6,0.37473824620246887
5996507679825593583,P6,0.3496083617210388
4821137405344203240,P6,0.36903995275497437
13222389220575412052,P6,0.35631445050239563
5012388918981888708,P6,0.34482356905937195
1479175246748573655,P6,0.3711238205432892
15109365926765148367,P6,0.37204262614250183
17764431257709505622,P6,0.3536972999572754
17859096366592306473,P6,0.36520835757255554
10726336330405717899,P6,0.3691488206386566
8468649955182539853,P6,0.38681328296661377
1735530589891440231,P6,0.3689257502555847
3277753441964604048,P6,0.3887465298175812
1828511078943679699,P6,0.3858104944229126
13219593527525023147,P6,0.3696434795856476
6211071829820976443,P6,0.371599406003952
3878110518148246135,P6,0.37652769684791565
2500099936550581752,P6,0.3342254161834717
1893564437832435091,P6,0.3512539565563202
17629560603797888226,P6,0.37819644808769226
9397599463883674362,P6,0.35457590222358704
1068330585135400686,P6,0.38268935680389404
14751671609576902184,P6,0.4175266921520233
9669619003356821865,P6,0.39629632234573364
15156246056722557152,P6,0.3744577467441559
8167082235169424430,P6,0.37806275486946106
5862267266504403092,P6,0.34119096398353577
10994250691664794046,P6,0.37265896797180176
12216089340025142093,P6,0.3735302686691284
17769834888468513920,P6,0.3587971329689026
17148519262433074471,P6,0.35844022035598755
7374902986147071824,P6,0.4008042812347412
560713406484723786,P6,0.3700091242790222
10399078216422878760,P6,0.37218624353408813
10030077880327216799,P6,0.3875172436237335
15430756041032302844,P6,0.3703511357307434
5645950714039395631,P6,0.37930193543434143
12922317308094372891,P6,0.38102683424949646
6546768356267086016,P6,0.38262033462524414
5225072224338797056,P6,0.3969828188419342
18315575924134444985,P6,0.36396098136901855
15140874887542086471,P6,0.3725752830505371
2509171043567677708,P6,0.3490341305732727
6895456453143391464,P6,0.34118860960006714
3693045583237609496,P6,0.3698972761631012
4296647018935497781,P6,0.37102210521698
9953794191141273684,P6,0.41592293977737427
10863534216012842462,P6,0.3658256530761719
5627173036773265800,P6,0.37551239132881165
17868215935101082705,P6,0.3565995991230011
3855932176809428537,P6,0.38868746161460876
8610079461091420317,P6,0.388510137796402
11235543102289442700,P6,0.3994227647781372
5879426860432927745,P6,0.36087149381637573
18117121597685082641,P6,0.3797653615474701
11895779913850545918,P6,0.363051176071167
450994509023073887,P6,0.34290412068367004
6344139375750241036,P6,0.3804796636104584
1032620289245288064,P6,0.38643166422843933
692157123421335231,P6,0.35673147439956665
13894787995630725541,P6,0.35908055305480957
4154779529345125894,P6,0.35912057757377625
5072295203497022185,P6,0.3484559655189514
1640549458582001361,P6,0.3791838586330414
10943342702019738795,P6,0.38078999519348145
11408734300198068335,P6,0.37195080518722534
5801101863906634783,P6,0.3932402431964874
2563401706439609984,P6,0.3749777376651764
17830453030328292001,P6,0.3556920886039734
17442075592592561776,P6,0.3490634560585022
9552157853217606525,P6,0.36123254895210266
5582092845181249498,P6,0.36402657628059387
16996489918190619293,P6,0.3798167109489441
12015280293234640542,P6,0.3392276167869568
5385121724885638763,P6,0.358284592628479
11652421722415162036,P6,0.3900093138217926
14547735853315415261,P6,0.3574989438056946
6958647435082937151,P6,0.3691515028476715
14791536185739950999,P6,0.34898641705513
7971338821142134691,P6,0.3018362820148468
7809129745617843869,P6,0.36295390129089355
15349609513400921506,P6,0.3635929524898529
15269176991586972473,P6,0.367439329624176
4773327607632002714,P6,0.35056644678115845
17556142001479494171,P6,0.39137575030326843
15751181951039595148,P6,0.38074296712875366
5544459926008996400,P6,0.3919605016708374
5742636415451942024,P6,0.3665035665035248
6448634781816697596,P6,0.34941959381103516
13478794800055985929,P6,0.3622035086154938
4067994111382992107,P6,0.37066078186035156
18259677140999556627,P6,0.3653940260410309
6361415348553873206,P6,0.3653564155101776
9934232314813936493,P6,0.35366663336753845
4233180866453780308,P6,0.3793666660785675
8777943099366200589,P6,0.40605366230010986
3503824417538119967,P6,0.37928709387779236
7549114391684736274,P6,0.34125959873199463
5510805968706949137,P6,0.3974820077419281
17776686455650214644,P6,0.3959517478942871
14616038564404043424,P6,0.3766307830810547
12536145781893724849,P6,0.3426089286804199
17891938518223037598,P6,0.35910674929618835
4807646134222784559,P6,0.3692113161087036
3155513494323687985,P6,0.37677475810050964
652896528102973553,P6,0.3909243643283844
7116260344716544293,P6,0.36191412806510925
15051294891895604292,P6,0.3364073932170868
18128580603930148476,P6,0.3825403153896332
58743371336975861,P6,0.40876445174217224
1211366447509174062,P6,0.3870829641819
9238324228038881709,P6,0.37242525815963745
10308510228656450939,P6,0.379670649766922
17935928807910363632,P6,0.3425213098526001
6942709647748544509,P6,0.3516438603401184
2499611297229585477,P6,0.3742263615131378
444913822866177270,P6,0.3876182436943054
17169803980392972156,P6,0.3694721460342407
6485972014556472112,P6,0.3700311481952667
769178923992998408,P6,0.34899112582206726
17129663733079901292,P6,0.3937915861606598
12368109957863530455,P6,0.3537643253803253
15751104823016247121,P6,0.34847378730773926
6958552952682021040,P6,0.36594638228416443
5960727009759434669,P6,0.37432146072387695
6716940612056666893,P6,0.3443383574485779
1896546453391298914,P6,0.35320472717285156
653436012358760263,P6,0.3582403063774109
8639930495180476171,P6,0.3916536271572113
762459790995262599,P6,0.3788795471191406
14555739143159668803,P6,0.3652617633342743
2460912388249059327,P6,0.4090169072151184
8233885673295945771,P6,0.35251960158348083
13691370847646174454,P6,0.3597969710826874
2010002671302650075,P6,0.3605150878429413
17364355179994139676,P6,0.3963019847869873
3749553106706732535,P6,0.36055484414100647
16641758040481771305,P6,0.36064937710762024
13892047614501207729,P6,0.3468364477157593
17976300512756492978,P6,0.3640967309474945
16220581446813739472,P6,0.3826797902584076
5404027545884694836,P6,0.39985960721969604
11170512764403279969,P6,0.38656407594680786
9763525891216973836,P6,0.37503573298454285
9787918317354618260,P6,0.3528067171573639
8902893500659624264,P6,0.40057384967803955
4423598256812834928,P6,0.37300071120262146
11816729055633459597,P6,0.3750806450843811
2978795719590244277,P6,0.36656373739242554
2839925519428388998,P6,0.37158292531967163
5089990976563071472,P6,0.37464529275894165
15707825138859664515,P6,0.3790253698825836
17155733872374857890,P6,0.35042038559913635
1007227465084392526,P6,0.3624363839626312
9963016025750062298,P6,0.3929894268512726
6819618295405924731,P6,0.3708525002002716
14634320376842894449,P6,0.3633308410644531
11926172640664781570,P6,0.37966370582580566
2867686893494638144,P6,0.35128384828567505
13276385929892500222,P6,0.37208956480026245
2226100818293747881,P6,0.3326317071914673
14134782110638304276,P6,0.39372509717941284
2601585371414338101,P6,0.3621198236942291
9687764261514870127,P6,0.3573996424674988
2817350435704886083,P6,0.37224459648132324
18318700410025864885,P6,0.3667871952056885
18040052696406116290,P6,0.37373054027557373
10019850564566653778,P6,0.3652617931365967
12590496449120103703,P6,0.3556079864501953
15714077122569766988,P6,0.360382080078125
8524346345775994630,P6,0.33621862530708313
15407243808146561830,P6,0.3804216980934143
5744149287601901100,P6,0.37598204612731934
9768453183246903037,P6,0.3858188986778259
13277813117905830210,P6,0.3521452248096466
2281006358107145198,P6,0.3686472177505493
7337309716689560036,P6,0.3610630929470062
7267586629799319003,P6,0.3562717139720917
5831316430978667671,P6,0.35121384263038635
13663759860748624649,P6,0.39105314016342163
9682515110536995805,P6,0.3381066620349884
1196815181921395674,P6,0.381166011095047
16534858402656895040,P6,0.4106235206127167
11745126298659316265,P6,0.35598865151405334
6279450665110930300,P6,0.36951541900634766
15432959060983299569,P6,0.39059317111968994
7928207564315603344,P6,0.3585662543773651
10417201315648968943,P6,0.34837448596954346
12992309805361874753,P6,0.36927589774131775
3441850293501528880,P6,0.40443211793899536
2942514682098017047,P6,0.39043325185775757
9007268419548434495,P6,0.36184045672416687
2137394226730851815,P6,0.3828178644180298
2184366372600699661,P6,0.35514798760414124
10835796016138619803,P6,0.35523664951324463
12123932611354889912,P6,0.38872230052948
14718518878789916279,P6,0.3730897307395935
14136649817357609548,P6,0.3814777135848999
15237345978346049943,P6,0.3691859841346741
15922157530495206266,P6,0.37874269485473633
15379025901737920139,P6,0.3537076711654663
5092265987184468388,P6,0.38478541374206543
7068071447197647330,P6,0.3482803702354431
4159599870545078345,P6,0.3349776566028595
551187660630903016,P6,0.3963533639907837
12456070323101776686,P6,0.38537126779556274
7644032241836324731,P6,0.3498956561088562
13654744514690696623,P6,0.3727315068244934
15189597188220745954,P6,0.3717287480831146
10268933109037017433,P6,0.3657735288143158
14185921868955427645,P6,0.38035106658935547
5639064806648200309,P6,0.3894333243370056
3570483259614929403,P6,0.3695664703845978
16447651733328010073,P6,0.33881309628486633
2509446446365567687,P6,0.35289260745048523
14666181834610151954,P6,0.34241053462028503
11670639995579503785,P6,0.3960973024368286
17762412936242225239,P6,0.39866843819618225
11011414588858406495,P6,0.3891761898994446
9353094609173345915,P6,0.36223214864730835
6391368837022742527,P6,0.3901710510253906
2324869167593038287,P6,0.3542250096797943
1235145379410878075,P6,0.35972121357917786
3450549947329755603,P6,0.3726128935813904
18098042616008470808,P6,0.37398940324783325
6692877811473926033,P6,0.3194427192211151
428888446839972759,P6,0.37565308809280396
18307014413789834909,P6,0.3588840067386627
3896481632253652519,P6,0.37529292702674866
10297347422962186215,P6,0.3691686987876892
11818280471401925359,P6,0.38281479477882385
12703714850098476681,P6,0.40343454480171204
6672245529288560162,P6,0.3889423608779907
11518781061362292561,P6,0.36012911796569824
10496416678464932870,P6,0.36920100450515747
336465483627589939,P6,0.3656080663204193
2060223508881997284,P6,0.32761210203170776
4308712735525416528,P6,0.3706587851047516
12626880812514829107,P6,0.36237648129463196
18076508783226281361,P6,0.4169217348098755
7407642389025200288,P6,0.3893493711948395
11909127358849124663,P6,0.34953930974006653
11265920037532051500,P6,0.3676431477069855
10669522504510008158,P6,0.3618142604827881
8002130540431449578,P6,0.3859418034553528
8836801775761451053,P6,0.34343963861465454
864456254129652443,P6,0.36124420166015625
18336359501379157848,P6,0.3601246774196625
7116669244507295957,P6,0.3590546250343323
7810642755720058677,P6,0.3887377381324768
5609394893914532052,P6,0.3768831789493561
16212271680909297771,P6,0.3591434955596924
14651332170840578482,P6,0.39842158555984497
18051239933471053638,P6,0.3627212941646576
2496422965502634280,P6,0.37099942564964294
5317641043395091541,P6,0.38617220520973206
3595303602284930314,P6,0.36344605684280396
8007411454829171942,P6,0.37156355381011963
6714832956523823626,P6,0.3446216583251953
3161083816462175650,P6,0.37376126646995544
13348645871450828876,P6,0.41403988003730774
7103544201597210060,P6,0.35580530762672424
10649672108725799272,P6,0.38377097249031067
7165473474421176218,P6,0.34778517484664917
16681438740605119666,P6,0.3443633019924164
11365776629564755274,P6,0.33609890937805176
4789428908605233258,P6,0.37617552280426025
4902851564031320756,P6,0.4062598645687103
7420102891507360167,P6,0.36215588450431824
4641429120352347485,P6,0.3772486746311188
9661986430042603622,P6,0.3573070168495178
5003725964011252173,P6,0.35818707942962646
11639543522657841615,P6,0.37434205412864685
8220777278558067592,P6,0.35209810733795166
14391880550967713488,P6,0.3988257944583893
15631334578056798245,P6,0.3628928065299988
8677624450944076301,P6,0.3767009377479553
1379769046425391260,P6,0.36805078387260437
4794124191543657271,P6,0.34501224756240845
12215874919837243992,P6,0.3764432966709137
7628177324981281855,P6,0.38517993688583374
584024130826503817,P6,0.356751948595047
13554753729323675450,P6,0.37790757417678833
1871251963290826119,P6,0.36320146918296814
4509107264440280671,P6,0.37922534346580505
16786777658821381980,P6,0.3613792955875397
132262301106886504,P6,0.38226187229156494
10495674064688853895,P6,0.3595343232154846
10718495979641948981,P6,0.37861090898513794
3136951168350072731,P6,0.37689000368118286
14769263325505431925,P6,0.3634635806083679
9857015661965230236,P6,0.3793416917324066
11144350837139146095,P6,0.3244595229625702
16273637802686770530,P6,0.3449588418006897
8721940638850592326,P6,0.4012526273727417
7388393324001921614,P6,0.3664422035217285
9700725669289591530,P6,0.3706881105899811
727311637158233840,P6,0.35552337765693665
1394850659101322986,P6,0.3629254996776581
569774336373589472,P6,0.3713028132915497
8865796567716625165,P6,0.3107161521911621
721047918757711951,P6,0.361402302980423
8547910703117811892,P6,0.345975786447525
10627411833959068427,P6,0.39897963404655457
14184030826321056419,P6,0.35274261236190796
17756836286456465903,P6,0.3873640298843384
6222896996030672601,P6,0.3698653280735016
6146613828820439636,P6,0.36495405435562134
16227035683026325415,P6,0.3540763258934021
17522710018001286826,P6,0.34711959958076477
12155742644226233824,P6,0.38682234287261963
346683744055618195,P6,0.3789670765399933
11938341585745787755,P6,0.3419514298439026
16147400298941009476,P6,0.40556156635284424
14522553226397020728,P6,0.37343883514404297
1882404775537972117,P6,0.32669827342033386
374606150550623459,P6,0.35627633333206177
5670583227383459742,P6,0.3753444254398346
14857090964423476319,P6,0.34762585163116455
15461470178374882803,P6,0.35704588890075684
10345571174552547362,P6,0.3431938886642456
15053610068017820712,P6,0.35900425910949707
9344996033860909383,P6,0.3402760624885559
1249455006880372741,P6,0.34364408254623413
6829109868220711827,P6,0.3866291046142578
7863614204246531462,P6,0.3689643442630768
8160413276140320408,P6,0.34210532903671265
12435309025019240070,P6,0.3697091341018677
12365706945942648175,P6,0.35626116394996643
3788566395216927070,P6,0.36364951729774475
11746559053841080704,P6,0.3714216351509094
18266995639331110353,P6,0.3600364923477173
5604030920591423198,P6,0.34206974506378174
616348501795584482,P6,0.36791664361953735
16514160616340819139,P6,0.36341217160224915
2362136426356259545,P6,0.3828083276748657
11957610827770161886,P6,0.35000020265579224
4706168050470104347,P6,0.401157408952713
3369890373609862156,P6,0.3603973984718323
13859232328995261365,P6,0.3494929075241089
4956558447047352817,P6,0.3407529592514038
1608184295583107523,P6,0.35836416482925415
5528866310820855055,P6,0.3366607427597046
14429979666463100340,P6,0.366961270570755
10352978712121342321,P6,0.375600129365921
13943906295589242295,P6,0.38282448053359985
9278641736227372809,P6,0.37494179606437683
6958333651027728701,P6,0.38838741183280945
5998449489941345463,P6,0.376186728477478
18176593556525428677,P6,0.3563283085823059
10347034085372125544,P6,0.3585610091686249
16863148297235828350,P6,0.3680083453655243
16322970801162501865,P6,0.3690919876098633
7089308441650217152,P6,0.3814223110675812
1236788592375849735,P6,0.3970818817615509
2830094148415898794,P6,0.3481830954551697
2893916435099046780,P6,0.3603474199771881
10885368180800417878,P6,0.3796825110912323
14900915474057369031,P6,0.37485697865486145
9918152515897200712,P6,0.35779869556427
12778981434736820097,P6,0.38326117396354675
10963148808363596779,P6,0.3400120139122009
7436911738985213009,P6,0.4031938910484314
13423432696116278032,P6,0.3708910346031189
11667043485933908843,P6,0.380842924118042
1848478763635350745,P6,0.4039102792739868
6404995715679382218,P6,0.3543850779533386
9849550152019063831,P6,0.3399994671344757
17860521946022803641,P6,0.3642302453517914
2921469360508502305,P6,0.3618384897708893
1610725049781114256,P6,0.376666396856308
3018662358860790396,P6,0.36192071437835693
11841272446802945494,P6,0.37246429920196533
12807511722788108266,P6,0.3784329295158386
4037045599250203496,P6,0.3654661774635315
18129150882059719753,P6,0.37366965413093567
13653319857828557839,P6,0.3693848252296448
1261450867853662403,P6,0.3795090913772583
7049445910253399491,P6,0.36690619587898254
7676052851714495398,P6,0.37323418259620667
1366366133641721001,P6,0.3425755798816681
1839298302503223273,P6,0.3654094636440277
2967395056589851732,P6,0.38751688599586487
8754505469092741249,P6,0.35212790966033936
17459891455579720355,P6,0.3670690655708313
7240452432697599692,P6,0.3739900588989258
15895253449289846863,P6,0.3130911886692047
2783667966709955768,P6,0.38105663657188416
9072911225838543914,P6,0.36615630984306335
18138029824259435910,P6,0.3533836305141449
17529461131990217300,P6,0.39914143085479736
12582059680109066132,P6,0.3742106556892395
15302295737740229958,P6,0.3757323920726776
6610853010271336091,P6,0.3398312032222748
10457405764050523469,P6,0.36607232689857483
11148563527759708259,P6,0.3460597097873688
11979355629169840671,P6,0.36037927865982056
2313828695886002874,P6,0.35402581095695496
2167906130733892922,P6,0.35727038979530334
9051544811461854116,P6,0.3396665155887604
17121877694931348127,P6,0.41004708409309387
6845294153910766303,P6,0.3743016719818115
13193632020508789120,P6,0.33330631256103516
4410003580441378137,P6,0.38648709654808044
16588925099715069887,P6,0.337165892124176
9640709334753913377,P6,0.3608333468437195
4357280180813089576,P6,0.3369094133377075
14926643768318068900,P6,0.3686006963253021
2053054808179992359,P6,0.31411856412887573
9646839359402931768,P6,0.3487691581249237
6630403295851322869,P6,0.360676646232605
15114808049840346465,P6,0.36026814579963684
14290742000918456983,P6,0.37394648790359497
14827142729874897822,P6,0.389020174741745
3820393431861360373,P6,0.3603079915046692
13247771055898114677,P6,0.3816050887107849
6501967977327962178,P6,0.3717838227748871
9084790911298024848,P6,0.3597072958946228
12028393385729081181,P6,0.37166884541511536
166626024540694354,P6,0.35954737663269043
11906520862254265375,P6,0.37964996695518494
11769034472535964439,P6,0.36936137080192566
16738174409146399097,P6,0.3784070909023285
32040180790962871,P6,0.3572944700717926
14002889331713158217,P6,0.3861424922943115
13289490191180492216,P6,0.35814568400382996
5014190843448016780,P6,0.3623361885547638
1394215371062723120,P6,0.37207117676734924
13692864125482223307,P6,0.3591702878475189
10331960778298216585,P6,0.3828091323375702
15473901721091665740,P6,0.3770633339881897
1863252528513889210,P6,0.3728528916835785
7757663795369445872,P6,0.39070525765419006
2651732837510304403,P6,0.33159568905830383
6773342982862107841,P6,0.3394385874271393
1185188892856830895,P6,0.3466234803199768
13432221431152150695,P6,0.35572633147239685
18097202856618428454,P6,0.3649885058403015
10072821365156374831,P6,0.38238951563835144
17253105287955725920,P6,0.3343048393726349
9395330228422964272,P6,0.3888319134712219
2114381643881993430,P6,0.3612831234931946
602264571096602140,P6,0.415852427482605
14844158446836295484,P6,0.3535151779651642
16389627943133793704,P6,0.3936922550201416
4929901386798370869,P6,0.36593925952911377
16146919765311557039,P6,0.3819812536239624
12054538224045935951,P6,0.3720637261867523
2603672991530850542,P6,0.353793740272522
7482858319282347203,P6,0.3719015419483185
3714618756794054411,P6,0.4082571864128113
8651610808173851832,P6,0.3826585114002228
12331381929906549245,P6,0.4208393096923828
2878859325669901980,P6,0.3466079831123352
8062831294876563343,P6,0.3491618037223816
4238510601978534078,P6,0.39223992824554443
4920089546153174353,P6,0.36128202080726624
10881151891611745221,P6,0.3595423102378845
13231486831854073294,P6,0.3463080823421478
6195340398259389981,P6,0.3506561517715454
7295102619203719968,P6,0.3326790928840637
17452882995196335092,P6,0.36973705887794495
5557266633649971628,P6,0.3602062165737152
9786945920191496498,P6,0.39400163292884827
9892422288100413900,P6,0.3696345090866089
18373586926997237172,P6,0.36459505558013916
16513170178558600226,P6,0.3842473030090332
14876388710955449111,P6,0.39589351415634155
9162811408535760867,P6,0.3309728503227234
11063171911975195426,P6,0.3442685604095459
13051815617116028311,P6,0.371288537979126
1286648273877180915,P6,0.37039002776145935
2348367122915428617,P6,0.3872000277042389
10837200396301990145,P6,0.37335118651390076
14307275720788118687,P6,0.3760567605495453
9392045359031922905,P6,0.35820356011390686
1109351614588014507,P6,0.3697623908519745
10638336812754744565,P6,0.3593596816062927
12465956194295051154,P6,0.34601837396621704
1653687794883586646,P6,0.3580256700515747
17267930557652609854,P6,0.36229944229125977
7998530078720962621,P6,0.3623970150947571
7039111223329230290,P6,0.3544662594795227
15008817810375023754,P6,0.3840857744216919
1124051311623012888,P6,0.384337455034256
10361732318294709986,P6,0.33870869874954224
11856152359268249071,P6,0.35443446040153503
9921040151296498858,P6,0.3915734589099884
11098922045744741838,P6,0.35769331455230713
16844695946793508142,P6,0.36441779136657715
18093607457993551440,P6,0.3284280002117157
16831074105924353294,P6,0.34889164566993713
11729306858267378281,P6,0.39627623558044434
10062133690406247004,P6,0.3518611788749695
14380226095853409747,P6,0.36396142840385437
6757225975042551428,P6,0.3598196506500244
5039580968349028333,P6,0.3935054540634155
10650102526008000549,P6,0.3824135363101959
8588462812718355479,P6,0.4059547781944275
2825927715440328388,P6,0.36650851368904114
8668402225915929643,P6,0.347729355096817
7625364439433998976,P6,0.37927982211112976
818978441942922518,P6,0.38354161381721497
1605599000859663207,P6,0.3556777238845825
17585580107403564581,P6,0.38603684306144714
14347143434729340003,P6,0.3409029245376587
13482597582833069790,P6,0.3306916058063507
7892484083134325018,P6,0.375851035118103
15841841389680566266,P6,0.3720306158065796
14398182164577788714,P6,0.3582727611064911
18135805466582432888,P6,0.3544437289237976
10558069709385592107,P6,0.38436514139175415
14265688632793802017,P6,0.37412139773368835
15851640641136797685,P6,0.3715391755104065
