class,observed_csparc_hard,observed_soft_mean_post,observed_gmm_hard,corrected_soft_posterior,corrected_analytical,corrected_mean_boot,corrected_std_boot,corrected_lo,corrected_hi
P6,0.2216250479574305,0.2213934421869054,0.1601995029108075,0.22139344218690507,0.2216250479574305,0.22166309696575426,0.0007769639895591061,0.2203463777544246,0.22321214699160952
P7,0.19326093846436138,0.1932415764538076,0.12882616891024037,0.19324157645380596,0.19326093846436138,0.19321559992660448,0.0007324083528898453,0.19190345126691022,0.19458306226959582
P8,0.15107508048507898,0.15109958918469263,0.10214015246292682,0.15109958918469285,0.15107508048507898,0.15112307127725233,0.0006269295231830726,0.1500574655123522,0.15238360940132445
P9,0.16775926203940017,0.16780836613166022,0.4414819263040251,0.16780836613165917,0.16775926203940017,0.1677667183772874,0.0006369768138933186,0.166526130544296,0.168879714423927
P10,0.1426112195366061,0.14259216321589668,0.08558608150261056,0.14259216321589524,0.1426112195366061,0.1426029625181405,0.0006696772502829154,0.14131344976563412,0.1438699561293766
P11,0.05788253348679711,0.05789575246115727,0.03660778328245676,0.05789575246115807,0.05788253348679711,0.057867070343124986,0.0004377018455254517,0.0569403159352116,0.05864401407863352
P12,0.02688618659193648,0.02697098833235775,0.018555772406545563,0.02697098833235883,0.02688618659193648,0.026864818428998,0.0002763782211431388,0.026291848070860248,0.027340155799095912
P13,0.028520909439690403,0.028584370685268937,0.01666416453985888,0.02858437068527007,0.028520909439690403,0.028530667734240785,0.000345604402877702,0.027876361574004582,0.02918989474386562
P14,0.010378821998698894,0.010413751348253545,0.009938447680528449,0.01041375134825482,0.010378821998698894,0.010365994428597645,0.00019024973208882657,0.010008423826919549,0.010695924869472384
