uid,gmm_component,gmm_label,max_responsibility
10926826680851292251,0,P6,1.0
9188024138650737542,3,P9,1.0
2022205159288809797,0,P6,1.0
15845304328547575092,0,P6,1.0
14099979672371792574,0,P6,1.0
16642627585657559897,0,P6,1.0
10121990607043361019,0,P6,1.0
11513379288216230683,0,P6,1.0
5787566826572720546,0,P6,1.0
8395838945781322415,0,P6,1.0
16474816341091245520,0,P6,1.0
8870897593055959546,0,P6,1.0
10543113640324622511,0,P6,1.0
13652627987635576935,0,P6,1.0
6694559367492066221,0,P6,1.0
885569660354110414,0,P6,1.0
15764903145257752620,0,P6,1.0
11769143136628058728,0,P6,0.999980248989508
12610980477094510721,0,P6,1.0
2135721215623466618,0,P6,1.0
8579489271527754468,0,P6,1.0
6093173906048460654,0,P6,1.0
15805192660738097940,3,P9,1.0
17852439167181919591,0,P6,1.0
7442631019602144265,0,P6,1.0
12806957373896180839,0,P6,1.0
12404142865694283127,0,P6,1.0
681679683098103368,0,P6,1.0
12627249215107630411,0,P6,1.0
11757461671991182104,0,P6,1.0
17187631524712014486,1,P7,1.0
7288076047537878956,0,P6,1.0
13323167657764488330,0,P6,1.0
73899231040984770,0,P6,1.0
559031560867191745,0,P6,1.0
14908009132805641499,0,P6,1.0
6402983538543812276,0,P6,1.0
13665868083049163523,0,P6,0.9999999999994937
11637934143927573064,0,P6,1.0
17317651662602265175,3,P9,1.0
976393986582134508,0,P6,1.0
9969883358175126687,0,P6,1.0
9231874173935122789,0,P6,1.0
7891066926069966934,0,P6,1.0
4001459382878686316,3,P9,1.0
18291536015838649648,0,P6,1.0
16360220023093931913,3,P9,1.0
743483883406832868,0,P6,1.0
8590740145048891977,0,P6,1.0
136715235334047307,0,P6,1.0
16672640131654759334,0,P6,1.0
14751840155803330066,3,P9,1.0
345568399406081556,0,P6,1.0
14167647845467961014,0,P6,1.0
9655083667254257364,0,P6,1.0
12592977628463820377,0,P6,1.0
10572348599843645135,0,P6,1.0
16448760354149091052,0,P6,1.0
449733096608116591,0,P6,1.0
8651930650672751670,0,P6,1.0
2150096312697385118,0,P6,1.0
17197626473724170106,0,P6,1.0
6152686855474341692,0,P6,1.0
10366381844837026464,0,P6,1.0
14223475950638422437,3,P9,1.0
385687859268275342,0,P6,1.0
4427823259928286556,3,P9,1.0
13233687623277807548,0,P6,1.0
17616458736388801173,0,P6,1.0
7140492470653241174,0,P6,1.0
11616048232055506533,0,P6,1.0
8430018375134769183,3,P9,1.0
9389914233031546212,0,P6,1.0
530016651537287705,0,P6,1.0
3518063961324993209,0,P6,1.0
12257130602805951144,0,P6,1.0
3836335181686134785,0,P6,1.0
9057197301025780750,0,P6,1.0
2568417231955390796,0,P6,1.0
6736297392598324318,3,P9,1.0
17376344472234616966,0,P6,1.0
2055818126555903119,3,P9,0.9999999999999325
13037093741103718147,3,P9,1.0
501012367231392820,0,P6,1.0
6617554761562853808,2,P8,1.0
9842846435868972604,3,P9,1.0
16028844027316335631,3,P9,1.0
16459639854399294985,3,P9,1.0
1599193485105633572,0,P6,1.0
2387745997754861899,3,P9,1.0
2689595895545332197,0,P6,1.0
15362743116120971554,3,P9,1.0
3035944280204859125,0,P6,1.0
15091763646953896851,0,P6,1.0
1373254651556129800,0,P6,1.0
9248845290388441053,0,P6,1.0
747041178049351480,0,P6,1.0
17436445532718641447,0,P6,1.0
16433879137088939735,0,P6,1.0
6332167252042499847,0,P6,1.0
13246437640343830691,0,P6,1.0
17969497820586127288,3,P9,1.0
11757084017611295084,0,P6,1.0
17675752324496998326,0,P6,1.0
5613332695187011737,3,P9,1.0
2939230081134817528,0,P6,1.0
5245806079140784691,0,P6,1.0
1745576499309661766,0,P6,1.0
14991215741420476239,0,P6,1.0
433343903812895929,0,P6,1.0
13574862898526146759,0,P6,1.0
13686009185129110149,0,P6,1.0
1841457262312304277,3,P9,1.0
11221991245760316700,0,P6,1.0
8590819077623176719,2,P8,0.9999999999999121
14864908668866829286,3,P9,1.0
7724064790632839966,0,P6,1.0
2417506872730371766,0,P6,1.0
