class,observed_csparc_hard,corrected_soft,accuracy_soft,corrected_multi,accuracy_multi,corrected_pair,accuracy_pair,corrected_mc.g,accuracy_mc.g,corrected_eq.g,accuracy_eq.g
P6,0.39855726661921215,0.3982626834835475,0.994133071368243,0.39855726661921215,1.0,0.39855726661921215,1.0,0.39855900277616463,0.99996,0.39855103095833494,0.99998
P7,0.2367575825969201,0.23718221858303862,0.9851588553963743,0.2367575825969201,1.0,0.2367575825969201,1.0,0.23677005264312623,0.99988,0.23677802493929362,0.99988
P8,0.36468515078386776,0.3645550979334139,0.9935767234900468,0.36468515078386776,1.0,0.36468515078386776,1.0,0.3646709445807092,1.0,0.3646709441023714,1.0
