class,observed_csparc_hard,observed_soft_mean_post,observed_gmm_hard,corrected_soft_posterior,corrected_analytical,corrected_mean_boot,corrected_std_boot,corrected_lo,corrected_hi
P6,0.39855726661921215,0.39826268348354465,0.21923557700654525,0.3982626834835475,0.39855726661921215,0.3985766679977082,0.0009472130264104996,0.39688004566051494,0.40024957030504
P7,0.2367575825969201,0.2371822185830321,0.5636165558429834,0.23718221858303862,0.2367575825969201,0.23679872914460318,0.0008552064176556059,0.23515979010052257,0.2382590192538065
P8,0.36468515078386776,0.3645550979334232,0.21714786715047135,0.3645550979334139,0.36468515078386776,0.36462460285768844,0.0008579747147953383,0.362896165732044,0.3662303164985503
