space,n,dim,converged,mean_max_resp,median_max_resp,frac_resp_gt_0.8,frac_resp_gt_0.9,mean_entropy_nats,max_entropy_uniform,silhouette,min_separation_sd,mean_separation_sd,weights
hetero_posterior,230396,2,True,0.8151495379134762,0.8650679637362213,0.652337714196427,0.36291862705949757,0.47432970151999104,1.0986122886681098,0.19983680009203758,0.768325128182839,1.7577181952018641,"[0.2771, 0.0914, 0.6315]"
3dva_latent,230396,3,True,0.6412933268520538,0.6506182820192242,0.12594402680602093,0.0066928245282036145,0.8011394331954855,1.0986122886681098,0.20346223074204553,0.5656414015649287,0.9977056290478181,"[0.3383, 0.389, 0.2728]"
