uid,gmm_component,gmm_label,max_responsibility
17948224638893191571,0,P6,0.9654623039170123
9481007276932793706,0,P6,0.929793073899337
14641638750200149927,0,P6,0.9570468519394861
2720823545376461611,0,P6,0.9499976308983054
7103696670733046399,0,P6,0.9572023541804936
17496043200283462916,0,P6,0.9353033582612083
2812303901520190783,0,P6,0.9719345920308273
13659360154756761684,0,P6,0.9093828773331477
2912824771294907301,0,P6,0.9171429443015424
15792581521010626416,0,P6,0.9691485199994141
5857710401778084931,0,P6,0.9534039682543362
7393640509003133954,0,P6,0.9080651346899848
481865364799449413,0,P6,0.9041014809506479
13105729399264859921,0,P6,0.9580411743448474
3391448775346840011,0,P6,0.9320929511733022
16683339153429192601,0,P6,0.9649843339831323
624679376773309797,0,P6,0.9204932141340877
8504467154458112673,0,P6,0.9533020993080079
3679940925985941107,0,P6,0.9085719570735125
860164262336358675,0,P6,0.9558426919757194
5301294352956800324,0,P6,0.9302650446569152
11175905266233836332,0,P6,0.9200407346641802
10756969444968968304,0,P6,0.9034296230121659
15180908016960683754,0,P6,0.951511587789548
14119361936710714763,0,P6,0.964365171758244
7313297361925695444,0,P6,0.9110575970470237
16186961912362808667,0,P6,0.9287717834451056
8760629675301721267,3,P9,0.9999985105036958
3191928153283223921,0,P6,0.9405830808587109
2291313639997370072,0,P6,0.9702410651783591
14357374582519354643,0,P6,0.9336961096444077
922351468019233626,0,P6,0.9492966546119532
9304091672842177825,0,P6,0.9693239941299806
3658178275894647030,0,P6,0.9367420938211952
8955870980819233609,0,P6,0.9200725199759449
15025985444223974013,0,P6,0.9429949132036947
5423012917396241230,0,P6,0.9307528421747826
8304581722949481739,0,P6,0.9281397047829669
4086937687361086228,0,P6,0.9385135152687311
12106991012191847697,0,P6,0.9434761267839267
12802437872894486609,0,P6,0.9321031097183936
12491934542148669322,0,P6,0.9485422522152419
13549257644254390029,0,P6,0.929716144465779
9045016522767529467,0,P6,0.9473061158260911
8483963378443773140,0,P6,0.9458282880695309
12335403568871373781,0,P6,0.9157058282630006
8896939557194242112,0,P6,0.9215094264964551
6065104817076281894,0,P6,0.9569015350007585
10163054968566706727,0,P6,0.967212496517757
3572981642351637141,0,P6,0.931353993592309
2030373979995109360,0,P6,0.9190548628075067
12541998981827654870,0,P6,0.9438028968550982
1532245776065717163,0,P6,0.9669221431025649
10270599737561290081,0,P6,0.9571711164658632
15576199954780364273,0,P6,0.9414678813088232
15122489749557468924,0,P6,0.9412692841265661
4731102631573983287,0,P6,0.9351359798354563
4819370984177407976,0,P6,0.9336746425198196
14438840268623146272,0,P6,0.9429179460130667
9705819856398342865,0,P6,0.9446869490777579
11628731717852627910,0,P6,0.9659658487492242
1379600470733967636,0,P6,0.9450971659239832
520199346782922651,0,P6,0.9150459363436584
5866035988404729524,0,P6,0.9465821980827293
2888708020887266257,0,P6,0.914302684057913
13567313368407211842,0,P6,0.9515071844378525
8072912805019421841,0,P6,0.962854033139527
11558118741965305127,0,P6,0.9541565188431246
3907919182220894422,0,P6,0.9666668008662129
5857995671733843170,0,P6,0.9591864907942192
14396556690201457571,0,P6,0.9489454184271177
1462231996820572656,0,P6,0.953707832176613
11488718301667401965,0,P6,0.9224333917224359
3023862163155372010,0,P6,0.9552510173463339
2875135399201437252,4,P10,0.9746433407585766
2869755513154024791,0,P6,0.9701358414829163
8211781211120416754,3,P9,0.9796054926147113
15270998200873361253,0,P6,0.956521863637168
3119460690513123993,0,P6,0.9097209634916428
949345506502648777,0,P6,0.9526687904982728
3169455496343352028,0,P6,0.9570055134580311
17150182119632601699,0,P6,0.962819686399152
7330176005321887464,0,P6,0.9401686672048449
7882040442427038406,0,P6,0.9078328925233348
15235318814961793835,0,P6,0.9378983846760697
10036079560711526618,0,P6,0.9459825468064373
5999497877464871480,0,P6,0.9182883627793559
1933834993180547966,0,P6,0.9337615805123338
6043202768933484564,0,P6,0.9591431065079181
10122217132273318077,0,P6,0.9250048073494683
16597549625482038892,0,P6,0.9002046640324662
18056730244579138663,0,P6,0.914833283491766
5963449317889127595,0,P6,0.947870116920643
7773966756653748557,0,P6,0.9175435342928708
3381668066297216179,0,P6,0.9509593284403918
2521891234408831939,0,P6,0.9636108339840058
4145266934106690519,0,P6,0.9012555531748867
15776481908117476868,0,P6,0.9507081560120058
15447759152049963451,0,P6,0.9440355031032097
4821137405344203240,0,P6,0.9161393562552061
13222389220575412052,0,P6,0.9137015180390217
1479175246748573655,0,P6,0.9077215353892655
15109365926765148367,0,P6,0.9586386759866471
17764431257709505622,0,P6,0.937065897400839
17859096366592306473,0,P6,0.9696183697233354
10726336330405717899,0,P6,0.9606727131190618
8468649955182539853,4,P10,0.9881594771730696
1735530589891440231,0,P6,0.9284097895310619
6211071829820976443,0,P6,0.9377524738546184
9397599463883674362,0,P6,0.9103043450992403
1068330585135400686,0,P6,0.9352867832546983
14751671609576902184,3,P9,0.9996767402092254
9669619003356821865,0,P6,0.9410416702363297
8167082235169424430,0,P6,0.9534849938316814
5862267266504403092,0,P6,0.9201887074170655
10994250691664794046,0,P6,0.943950520137935
12216089340025142093,0,P6,0.9318263532546781
7374902986147071824,0,P6,0.9629471451037471
