,P6,P7,P8
P6,0.8940947668733625,0.07472064375325949,0.03118458937337798
P7,0.0878177664194098,0.8297473876108412,0.08243484596974893
P8,0.038004997059390366,0.0830452370490617,0.8789497658915479
